"key";"source";"source_nom";"target";"target_nom";"distance_km";"premiere_annee";"derniere_annee";"n_annees";"conttype"
"11-9002";"9002";"Cocos (Keeling) Is.";"11";"Faeroe Is.";11924,8536737243;1879;1938;50;NA
"5814-66";"5814";"Moheli";"66";"Martinique";11925,9099619006;1902;1903;2;NA
"3363-911";"3363";"Memel";"911";"Papua (British New Guinea)";11926,9793610095;1920;1920;1;NA
"1058-7010";"7010";"Kokand";"1058";"Barbuda";11927,2967950559;1856;1859;4;NA
"4348-720";"4348";"Porto Novo";"720";"Hong Kong";11927,3464049306;1863;1866;3;NA
"165-6811";"6811";"West Aden Protectorate";"165";"Uruguay";11927,7846191518;1937;1938;2;NA
"4781-7104";"7104";"Kwangtung Territory";"4781";"Lagos";11927,9378989307;1906;1906;1;NA
"4783-7104";"7104";"Kwangtung Territory";"4783";"Southern Nigeria (Niger Coast Protectorate)";11927,9378989307;1906;1913;8;NA
"475-7352";"7352";"Vladivostok";"475";"Nigeria";11929,1282137899;1919;1922;4;NA
"1081-920";"1081";"Mosquito Coast";"920";"New Zealand";11930,459582682;1865;1867;2;NA
"616-8501";"8501";"Bali";"616";"Tunisia (Regency of Tunis)";11930,6455492784;1838;1840;3;NA
"1069-530";"1069";"Aruba";"530";"Ethiopia (Abyssinia)";11932,0069002676;1984;2025;42;NA
"2249-9974";"9974";"Crozet Is.";"2249";"Heligoland";11932,4849798471;1841;1869;7;NA
"5109-68";"5109";"Mafia I.";"68";"Netherlands Antilles";11932,8590614207;1915;1919;3;NA
"461-7104";"7104";"Kwangtung Territory";"461";"Togo (French Togoland)";11934,0930793816;1922;1938;17;NA
"1044-670";"1044";"Navassa I.";"670";"Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)";11934,752580643;1916;1917;2;NA
"1163-521";"1163";"Falkland Is.";"521";"Somaliland Republic (British Somaliland)";11934,823887574;1892;1938;47;NA
"51-5519";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";"51";"Jamaica";11936,8492682622;1910;1910;1;NA
"4781-7120";"7120";"Kiauchau";"4781";"Lagos";11936,9716055556;1898;1906;9;NA
"4783-7120";"7120";"Kiauchau";"4783";"Southern Nigeria (Niger Coast Protectorate)";11936,9716055556;1898;1913;16;NA
"600-9002";"9002";"Cocos (Keeling) Is.";"600";"Morocco";11937,2492417931;1834;1938;58;NA
"1027-850";"1027";"British Columbia";"850";"Indonesia (Dutch East Indies)";11937,987509296;1858;1870;10;NA
"4784-730";"4784";"Northern Nigeria (British Nigeria)";"730";"Korea (Chosen)";11938,0056009836;1902;1913;9;NA
"3386-560";"3386";"Svalbard Is.";"560";"South Africa";11940,7318904554;1925;1938;14;NA
"601-9002";"9002";"Cocos (Keeling) Is.";"601";"Tangier";11942,7180541601;1923;1938;16;NA
"1032-522";"1032";"Turks and Caicos Is.";"522";"Djibouti (Afar and Issas) (French Somaliland)";11943,5587979519;1892;1938;43;NA
"327-9820";"9820";"Mariana Is.";"327";"Papal States";11943,5644281613;1857;1857;1;NA
"5403-7120";"7120";"Kiauchau";"5403";"Cabinda (Portuguese Congo)";11943,7776985922;1912;1912;1;NA
"4784-835";"4784";"Northern Nigeria (British Nigeria)";"835";"Brunei";11944,3430862997;1902;1913;9;NA
"4361-840";"4361";"Aïr";"840";"Philippines";11944,4792679318;1891;1900;10;NA
"165-9321";"9321";"Wallis and Futuna Is.";"165";"Uruguay";11944,9240104288;1914;1933;19;NA
"1029-9252";"9252";"Northern Cook Is.";"1029";"St. Pierre and Miquelon";11946,0783386183;1930;1930;1;NA
"135-9974";"9974";"Crozet Is.";"135";"Peru";11946,6994175884;1841;1869;8;NA
"6-9201";"9201";"Tokelau Is.";"6";"Puerto Rico";11947,5207537169;1912;1914;2;NA
"511-9205";"9205";"Auckland Is.";"511";"Zanzibar";11947,7909385522;1903;1909;6;NA
"430-7104";"7104";"Kwangtung Territory";"430";"French West Africa";11948,6192131256;1906;1938;33;NA
"1048-5813";"5813";"Anjouan";"1048";"Trinidad";11949,2040562976;1863;1874;4;NA
"6802-9830";"9830";"Bismarck Archipelago (New Britain) (Neupommern)";"6802";"Perim I.";11949,2262289594;1914;1918;5;NA
"616-9610";"9610";"Clipperton I.";"616";"Tunisia (Regency of Tunis)";11950,3060589351;1857;1858;2;NA
"1029-570";"1029";"St. Pierre and Miquelon";"570";"Lesotho (Basutoland)";11950,5173371753;1909;1935;27;NA
"20-8560";"8560";"Ternate";"20";"Canada (Province of Canada)";11951,1671596322;1853;1853;1;NA
"6631-80";"6631";"West Bank";"80";"Belize (British Honduras)";11951,4506589197;1993;2025;32;NA
"4347-720";"4347";"Cotonou";"720";"Hong Kong";11952,915845446;1885;1892;5;NA
"1033-561";"1033";"Cayman Is.";"561";"Cape Colony (Cape of Good Hope)";11953,1501625202;1887;1907;3;NA
"10-1161";"1161";"Buenos Aires";"10";"Greenland";11953,1851834097;1852;1860;4;NA
"7010-906";"7010";"Kokand";"906";"Tasmania";11953,5688278637;1835;1867;31;NA
"1022-7504";"7504";"Tranquebar";"1022";"Nova Scotia";11953,801698437;1837;1837;1;NA
"165-3362";"3362";"Wallachia";"165";"Uruguay";11955,120764668;1837;1858;6;NA
"4341-720";"4341";"Old Dahomey";"720";"Hong Kong";11955,6648513153;1856;1894;13;NA
"5651-92";"5651";"Walvis Bay";"92";"El Salvador";11956,0643777362;1878;1884;7;NA
"246-8510";"8510";"Lombok";"246";"Bremen";11957,1948380723;1852;1852;1;NA
"7588-930";"7588";"Baluchistan (Kalat)";"930";"New Caledonia";11957,2236831036;1923;1937;6;NA
"411-7121";"7121";"Shangai";"411";"Equatorial Guinea (Spanish Guinea)";11957,4288051016;1863;1865;2;NA
"390-9810";"9810";"Caroline Is.";"390";"Denmark";11957,4446863884;1898;1926;9;NA
"7352-9973";"9973";"Kerguelen Is.";"7352";"Vladivostok";11957,8362691099;1920;1921;2;NA
"42-6802";"6802";"Perim I.";"42";"Dominican Republic (Santo Domingo)";11958,4906928361;1892;1937;46;NA
"135-9004";"9004";"Norfolk I.";"135";"Peru";11959,1355452651;1901;1938;38;NA
"145-5803";"5803";"St. Marie de Madagascar";"145";"Bolivia";11960,3668219526;1884;1892;5;NA
"324-9820";"9820";"Mariana Is.";"324";"Kingdom of Sardinia";11960,7956101611;1857;1857;1;NA
"145-5801";"5801";"Nossi Be";"145";"Bolivia";11960,8773599754;1884;1896;13;NA
"511-9820";"9820";"Mariana Is.";"511";"Zanzibar";11960,8879929167;1857;1885;11;NA
"750-9201";"9201";"Tokelau Is.";"750";"India";11961,0471845752;1912;1914;2;NA
"5519-730";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";"730";"Korea (Chosen)";11963,4530299412;1910;1910;1;NA
"1024-7506";"7506";"Hyderabad";"1024";"Prince Edward Is.";11963,9023045574;1867;1868;2;NA
"1032-552";"1032";"Turks and Caicos Is.";"552";"Zimbabwe (Rhodesia) (Southern Rhodesia)";11964,4811515705;1903;1938;34;NA
"221-9973";"9973";"Kerguelen Is.";"221";"Monaco";11964,8441697762;1920;1928;4;NA
"342-9008";"9008";"Ashmore and Cartier Is";"342";"Kingdom of Serbia";11966,2767436614;1914;1914;1;NA
"1028-905";"1028";"Vancouver";"905";"Queensland";11966,8557012578;1865;1866;2;NA
"1064-7010";"7010";"Kokand";"1064";"St. Barthelemy";11966,8730243016;1833;1867;35;NA
"430-8152";"8152";"Annam";"430";"French West Africa";11967,0567089435;1895;1900;6;NA
"1028-4781";"4781";"Lagos";"1028";"Vancouver";11967,1047569705;1865;1866;2;NA
"1029-572";"1029";"St. Pierre and Miquelon";"572";"Eswatini (Swaziland)";11969,6830525671;1909;1938;30;NA
"1161-390";"1161";"Buenos Aires";"390";"Denmark";11970,0186417343;1852;1860;9;NA
"810-9994";"9994";"Ross Dependency";"810";"French Indochina";11970,2030034992;1928;1930;2;NA
"68-9201";"9201";"Tokelau Is.";"68";"Netherlands Antilles";11971,5497142454;1912;1914;2;NA
"300-9973";"9973";"Kerguelen Is.";"300";"Austria-Hungary (Austrian Empire)";11974,2234291555;1912;1914;3;NA
"4060-750";"4060";"Tristan da Cunha";"750";"India";11974,792937281;1869;1938;10;NA
"20-6802";"6802";"Perim I.";"20";"Canada (Province of Canada)";11974,9058280587;1892;1937;46;NA
"90-9004";"9004";"Norfolk I.";"90";"Guatemala";11975,4717649747;1901;1938;38;NA
"450-9002";"9002";"Cocos (Keeling) Is.";"450";"Liberia";11976,3365356436;1873;1938;52;NA
"130-9006";"9006";"Macquarie I.";"130";"Ecuador";11976,6563955772;1914;1914;1;NA
"540-7120";"7120";"Kiauchau";"540";"Angola";11976,7537396081;1898;1913;16;NA
"1063-7010";"7010";"Kokand";"1063";"Leeward Is.";11976,9408815835;1834;1867;31;NA
"58-7010";"7010";"Kokand";"58";"Antigua and Barbuda (Antigua)";11977,0464567313;1833;1833;1;NA
"1027-905";"1027";"British Columbia";"905";"Queensland";11977,1497893209;1859;1870;9;NA
"101-5109";"5109";"Mafia I.";"101";"Venezuela";11977,321507247;1915;1919;3;NA
"150-9201";"9201";"Tokelau Is.";"150";"Paraguay";11977,5596113499;1912;1914;2;NA
"4050-821";"4050";"St. Helena";"821";"Federated Malay States";11978,8774189881;1896;1938;43;NA
"752-9601";"9601";"Society Is.";"752";"Portuguese India";11979,099892125;1883;1903;16;NA
"160-2249";"2249";"Heligoland";"160";"Argentina (La Plata)";11979,4888695884;1841;1889;42;NA
"6067-9973";"9973";"Kerguelen Is.";"6067";"Captaincy-general of north Africa";11980,217838166;1912;1913;2;NA
"1087-490";"1087";"Swan Is.";"490";"Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)";11981,1129161251;1930;1930;1;NA
"52-5813";"5813";"Anjouan";"52";"Trinidad and Tobago";11981,9560374872;1902;1903;2;NA
"225-8501";"8501";"Bali";"225";"Switzerland";11982,6928426931;1838;1840;3;NA
"2247-9974";"9974";"Crozet Is.";"2247";"Schleswig";11984,3369166602;1846;1867;3;NA
"4345-720";"4345";"Ouidah";"720";"Hong Kong";11986,117028568;1886;1886;1;NA
"110-7030";"7030";"Khiva";"110";"Guyana (British Guiana)";11986,5932082874;1833;1874;36;NA
"6401-70";"6401";"Cilicia";"70";"Mexico";11987,1612063599;1919;1921;3;NA
"68-9253";"9253";"Niue I.";"68";"Netherlands Antilles";11989,3499225652;1909;1937;6;NA
"4782-835";"4782";"Oil Rivers Protectorate";"835";"Brunei";11990,1979875401;1891;1899;9;NA
"1163-6802";"6802";"Perim I.";"1163";"Falkland Is.";11990,9600060462;1892;1937;46;NA
"257-8510";"8510";"Lombok";"257";"Oldenburg";11991,2488117281;1852;1852;1;NA
"327-8560";"8560";"Ternate";"327";"Papal States";11991,3185115007;1853;1853;1;NA
"501-9810";"9810";"Caroline Is.";"501";"Kenya (British East Africa Protectorate)";11991,671708461;1914;1926;8;NA
"2249-8510";"8510";"Lombok";"2249";"Heligoland";11993,1034646655;1852;1852;1;NA
"1055-5813";"5813";"Anjouan";"1055";"Windward Is.";11993,7691104587;1863;1903;6;NA
"1032-6802";"6802";"Perim I.";"1032";"Turks and Caicos Is.";11993,929303173;1892;1937;42;NA
"7588-935";"7588";"Baluchistan (Kalat)";"935";"Vanuatu (New Hebrides)";11994,7111414891;1923;1937;6;NA
"42-7020";"7020";"Bokhara";"42";"Dominican Republic (Santo Domingo)";11995,1993017496;1850;1867;17;NA
"11-9810";"9810";"Caroline Is.";"11";"Faeroe Is.";11995,7903227161;1898;1926;9;NA
"7-7020";"7020";"Bokhara";"7";"Texas";11996,277300776;1837;1845;9;NA
"4-7030";"7030";"Khiva";"4";"Hawaii (Sandwich Is.)";11996,5248537015;1842;1874;24;NA
"150-6811";"6811";"West Aden Protectorate";"150";"Paraguay";11996,8486183067;1937;1938;2;NA
"5813-66";"5813";"Anjouan";"66";"Martinique";11997,2853050841;1863;1903;6;NA
"541-7352";"7352";"Vladivostok";"541";"Mozambique (Portuguese East Africa)";11997,3140910105;1919;1922;4;NA
"1032-512";"1032";"Turks and Caicos Is.";"512";"Tanzania (Tanganyika)";11997,4706555444;1916;1938;21;NA
"9002-9601";"9601";"Society Is.";"9002";"Cocos (Keeling) Is.";11997,5020527359;1883;1903;11;NA
"601-9973";"9973";"Kerguelen Is.";"601";"Tangier";11999,3586757819;1923;1928;6;NA
"339-9008";"9008";"Ashmore and Cartier Is";"339";"Albania";12000,3984856115;1914;1914;1;NA
"230-8231";"8231";"Labuan I.";"230";"Spain";12001,1848444869;1860;1889;24;NA
"1024-561";"1024";"Prince Edward Is.";"561";"Cape Colony (Cape of Good Hope)";12001,8188586617;1842;1873;32;NA
"231-9973";"9973";"Kerguelen Is.";"231";"Gibraltar";12002,641211361;1912;1928;11;NA
"155-2556";"2556";"Rhineland";"155";"Chile";12003,5946027686;1920;1920;1;NA
"430-7110";"7110";"Kwanchowan";"430";"French West Africa";12005,4368148228;1898;1938;13;NA
"5109-6";"5109";"Mafia I.";"6";"Puerto Rico";12006,0368951378;1915;1919;3;NA
"101-6802";"6802";"Perim I.";"101";"Venezuela";12006,4101972242;1892;1937;46;NA
"338-8560";"8560";"Ternate";"338";"Malta";12007,6158980379;1853;1853;1;NA
"5814-65";"5814";"Moheli";"65";"Guadeloupe";12009,7652697481;1902;1903;2;NA
"780-9900";"9900";"Samoa";"780";"Sri Lanka (Ceylon)";12011,2376043661;1876;1896;9;NA
"3386-570";"3386";"Svalbard Is.";"570";"Lesotho (Basutoland)";12012,0481552778;1925;1935;11;NA
"1081-561";"1081";"Mosquito Coast";"561";"Cape Colony (Cape of Good Hope)";12012,9862134059;1865;1867;2;NA
"70-9994";"9994";"Ross Dependency";"70";"Mexico";12014,0865222694;1928;1930;2;NA
"6800-940";"6800";"Socotra I.";"940";"Solomon Islands (British Solomon Islands Protectorate)";12014,0920876593;1930;1938;8;NA
"1075-7010";"7010";"Kokand";"1075";"St. Kitts";12014,1224620921;1833;1833;1;NA
"4344-720";"4344";"Grand Popo";"720";"Hong Kong";12015,0537312112;1885;1885;1;NA
"571-7120";"7120";"Kiauchau";"571";"Botswana (Bechuanaland)";12015,6791778144;1909;1913;5;NA
"1163-232";"1163";"Falkland Is.";"232";"Andorra";12017,3780713446;1889;1938;49;NA
"430-8151";"8151";"Cochin China";"430";"French West Africa";12017,788718103;1895;1938;42;NA
"115-6800";"6800";"Socotra I.";"115";"Surinam (Dutch Guiana)";12018,3647942477;1930;1938;8;NA
"9004-92";"9004";"Norfolk I.";"92";"El Salvador";12018,7584214278;1901;1938;38;NA
"120-7020";"7020";"Bokhara";"120";"French Guiana";12019,3330043027;1833;1867;35;NA
"1049-7020";"7020";"Bokhara";"1049";"Tobago";12019,558089142;1833;1833;1;NA
"780-9201";"9201";"Tokelau Is.";"780";"Sri Lanka (Ceylon)";12019,8802468585;1912;1914;2;NA
"7-7010";"7010";"Kokand";"7";"Texas";12020,4275359647;1837;1845;9;NA
"375-9830";"9830";"Bismarck Archipelago (New Britain) (Neupommern)";"375";"Finland";12021,749612692;1917;1918;2;NA
"5109-9810";"9810";"Caroline Is.";"5109";"Mafia I.";12022,0242689112;1915;1917;2;NA
"1027-6982";"6982";"Kuria Muria Is.";"1027";"British Columbia";12022,3635822053;1859;1859;1;NA
"4050-752";"4050";"St. Helena";"752";"Portuguese India";12022,4673159543;1833;1938;75;NA
"1069-541";"1069";"Aruba";"541";"Mozambique (Portuguese East Africa)";12022,6140718996;1984;2025;42;NA
"4784-713";"4784";"Northern Nigeria (British Nigeria)";"713";"Republic of China (Taiwan) (Formosa)";12022,9246742327;1902;1913;9;NA
"9002-960";"9002";"Cocos (Keeling) Is.";"960";"French Polynesia";12022,9568262324;1883;1938;48;NA
"591-9004";"9004";"Norfolk I.";"591";"Seychelles";12023,7452267197;1903;1938;36;NA
"8225-960";"8225";"Trengganu";"960";"French Polynesia";12026,7031186812;1909;1910;2;NA
"4361-850";"4361";"Aïr";"850";"Indonesia (Dutch East Indies)";12026,7999798626;1891;1900;10;NA
"21-5814";"5814";"Moheli";"21";"Newfoundland and Labrador (Newfoundland)";12028,7300201386;1902;1903;2;NA
"436-8401";"8401";"Sulu Sultanate";"436";"Niger";12029,1275368528;1906;1907;2;NA
"1069-955";"1069";"Aruba";"955";"Tonga (Haʻapai)";12030,3378278144;1984;2025;42;NA
"4781-7105";"7105";"Weihaiwei";"4781";"Lagos";12030,3696755566;1905;1906;2;NA
"4783-7105";"7105";"Weihaiwei";"4783";"Southern Nigeria (Niger Coast Protectorate)";12030,3696755566;1905;1913;9;NA
"5403-7104";"7104";"Kwangtung Territory";"5403";"Cabinda (Portuguese Congo)";12030,3990494333;1912;1938;24;NA
"6802-901";"6802";"Perim I.";"901";"New South Wales";12031,8408760461;1892;1901;10;NA
"6-9253";"9253";"Niue I.";"6";"Puerto Rico";12032,4923219244;1909;1937;6;NA
"145-6401";"6401";"Cilicia";"145";"Bolivia";12032,6606871168;1919;1921;3;NA
"1027-4070";"4070";"Ascension I.";"1027";"British Columbia";12033,9082866027;1858;1870;10;NA
"2003-9820";"9820";"Mariana Is.";"2003";"Channel Is.";12034,1490161036;1857;1885;11;NA
"5519-95";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";"95";"Panama";12035,8051936247;1910;1910;1;NA
"65-7010";"7010";"Kokand";"65";"Guadeloupe";12036,1396422705;1833;1867;35;NA
"430-7120";"7120";"Kiauchau";"430";"French West Africa";12036,5499187489;1898;1913;16;NA
"1019-800";"1019";"Rupert's Land";"800";"Thailand (Siam)";12038,4541683036;1849;1869;19;NA
"210-8560";"8560";"Ternate";"210";"Netherlands";12038,6802088742;1853;1853;1;NA
"31-7010";"7010";"Kokand";"31";"Bahamas";12040,7462221143;1835;1867;33;NA
"1029-591";"1029";"St. Pierre and Miquelon";"591";"Seychelles";12041,6750355389;1903;1938;36;NA
"390-9974";"9974";"Crozet Is.";"390";"Denmark";12042,5195547727;1841;1869;8;NA
"1161-681";"1161";"Buenos Aires";"681";"Aden";12042,7384438748;1852;1860;9;NA
"54-5813";"5813";"Anjouan";"54";"Dominica";12043,3738191417;1863;1871;2;NA
"1063-581";"1063";"Leeward Is.";"581";"Comoros";12043,6218162322;1887;1912;24;NA
"4060-901";"4060";"Tristan da Cunha";"901";"New South Wales";12044,4436200556;1869;1892;9;NA
"4050-9006";"9006";"Macquarie I.";"4050";"St. Helena";12045,5195621099;1914;1914;1;NA
"461-7105";"7105";"Weihaiwei";"461";"Togo (French Togoland)";12045,6597241769;1922;1930;9;NA
"324-8501";"8501";"Bali";"324";"Kingdom of Sardinia";12046,2597002977;1838;1840;3;NA
"5-7010";"7010";"Kokand";"5";"Virgin Islands (Danish West Indies)";12046,818832561;1833;1867;35;NA
"1028-4070";"4070";"Ascension I.";"1028";"Vancouver";12047,2467701509;1865;1866;2;NA
"1063-5814";"5814";"Moheli";"1063";"Leeward Is.";12047,5910078504;1902;1903;2;NA
"7030-901";"7030";"Khiva";"901";"New South Wales";12048,9175744818;1833;1874;36;NA
"4782-8231";"8231";"Labuan I.";"4782";"Oil Rivers Protectorate";12049,9906566015;1885;1889;5;NA
"30-7104";"7104";"Kwangtung Territory";"30";"Bermuda";12051,4280005936;1906;1938;33;NA
"337-8560";"8560";"Ternate";"337";"Tuscany";12051,5432726773;1853;1853;1;NA
"305-9973";"9973";"Kerguelen Is.";"305";"Austria";12052,5575008619;1920;1928;8;NA
"145-6402";"6402";"Western Anatolia";"145";"Bolivia";12052,5579382522;1918;1923;6;NA
"511-9810";"9810";"Caroline Is.";"511";"Zanzibar";12054,1961870077;1898;1926;9;NA
"522-9830";"9830";"Bismarck Archipelago (New Britain) (Neupommern)";"522";"Djibouti (Afar and Issas) (French Somaliland)";12054,3262803681;1914;1918;5;NA
"460-7111";"7111";"Manchuria";"460";"German Togoland";12055,199452758;1910;1910;1;NA
"4-9002";"9002";"Cocos (Keeling) Is.";"4";"Hawaii (Sandwich Is.)";12055,8785958053;1842;1938;56;NA
"452-7111";"7111";"Manchuria";"452";"Ghana (Gold Coast)";12056,6833424795;1910;1926;2;NA
"616-8510";"8510";"Lombok";"616";"Tunisia (Regency of Tunis)";12057,3586358815;1852;1852;1;NA
"4070-7501";"7501";"Andaman Is.";"4070";"Ascension I.";12057,6104086917;1857;1860;3;NA
"1033-735";"1033";"Cayman Is.";"735";"Far Eastern Republic";12057,6350414538;1921;1922;2;NA
"130-6402";"6402";"Western Anatolia";"130";"Ecuador";12059,9291175282;1918;1923;6;NA
"31-5519";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";"31";"Bahamas";12060,9833389889;1910;1910;1;NA
"165-2901";"2901";"Congress Poland";"165";"Uruguay";12063,6436546839;1833;1917;21;NA
"21-5813";"5813";"Anjouan";"21";"Newfoundland and Labrador (Newfoundland)";12066,0402995083;1863;1903;6;NA
"110-5801";"5801";"Nossi Be";"110";"Guyana (British Guiana)";12066,178317802;1884;1896;13;NA
"5651-80";"5651";"Walvis Bay";"80";"Belize (British Honduras)";12066,406386128;1878;1884;7;NA
"341-9008";"9008";"Ashmore and Cartier Is";"341";"Montenegro";12066,6560467004;1914;1914;1;NA
"1087-970";"1087";"Swan Is.";"970";"Nauru";12067,0085267241;1930;1930;1;NA
"430-8221";"8221";"Johore";"430";"French West Africa";12067,0918591475;1899;1923;25;NA
"120-9252";"9252";"Northern Cook Is.";"120";"French Guiana";12067,3357252664;1930;1930;1;NA
"3504-9810";"9810";"Caroline Is.";"3504";"Samos";12068,1808671637;1898;1898;1;NA
"68-7020";"7020";"Bokhara";"68";"Netherlands Antilles";12068,3642818146;1833;1867;35;NA
"70-9830";"9830";"Bismarck Archipelago (New Britain) (Neupommern)";"70";"Mexico";12068,7272684286;1914;1918;5;NA
"20-9050";"9050";"Torres Strait Is.";"20";"Canada (Province of Canada)";12070,9485363264;1867;1868;2;NA
"4050-8223";"8223";"Kelantan";"4050";"St. Helena";12072,833217839;1910;1910;1;NA
"3353-911";"3353";"Dodecanese Is. (Aegean Is.)";"911";"Papua (British New Guinea)";12072,8903716312;1915;1938;24;NA
"1027-860";"1027";"British Columbia";"860";"East Timor (Portuguese Timor)";12074,5337965394;1858;1858;1;NA
"30-5614";"5614";"British Kaffraria";"30";"Bermuda";12074,6125074529;1861;1866;6;NA
"220-9820";"9820";"Mariana Is.";"220";"France";12075,016480795;1857;1885;11;NA
"2901-911";"2901";"Congress Poland";"911";"Papua (British New Guinea)";12075,1155201562;1917;1917;1;NA
"160-2248";"2248";"Holstein";"160";"Argentina (La Plata)";12075,1775283202;1844;1867;15;NA
"6802-906";"6802";"Perim I.";"906";"Tasmania";12075,3562453607;1892;1901;10;NA
"1023-7506";"7506";"Hyderabad";"1023";"New Brunswick";12075,4720221173;1867;1867;1;NA
"1022-7506";"7506";"Hyderabad";"1022";"Nova Scotia";12076,0325058387;1867;1867;1;NA
"615-8231";"8231";"Labuan I.";"615";"Algeria (Regency of Algiers)";12078,1851181751;1860;1889;24;NA
"41-5614";"5614";"British Kaffraria";"41";"Haiti";12078,6081847511;1861;1866;6;NA
"403-8231";"8231";"Labuan I.";"403";"Sao Tome-Principe";12078,8711704685;1877;1889;11;NA
"1032-570";"1032";"Turks and Caicos Is.";"570";"Lesotho (Basutoland)";12079,9440460118;1909;1935;27;NA
"5813-65";"5813";"Anjouan";"65";"Guadeloupe";12080,3796046254;1863;1903;6;NA
"155-3271";"3271";"Ancona";"155";"Chile";12080,7516401108;1838;1839;2;NA
"1087-645";"1087";"Swan Is.";"645";"Iraq (Mesopotamia)";12081,2581292742;1930;1930;1;NA
