"key";"source";"source_nom";"target";"target_nom";"distance_km";"premiere_annee";"derniere_annee";"n_annees";"conttype"
"3361-561";"3361";"Moldavia";"561";"Cape Colony (Cape of Good Hope)";8995,22675416699;1834;1858;10;NA
"3343-720";"3343";"Fiume";"720";"Hong Kong";8995,5436496995;1919;1924;5;NA
"7120-990";"7120";"Kiauchau";"990";"Samoa (Western Samoa) (German Samoa)";8995,64970158754;1900;1913;14;NA
"212-7121";"7121";"Shangai";"212";"Luxemburg";8996,38295396475;1863;1865;2;NA
"1048-3362";"3362";"Wallachia";"1048";"Trinidad";8996,54424908711;1857;1858;2;NA
"1032-3361";"3361";"Moldavia";"1032";"Turks and Caicos Is.";8996,57188585762;1857;1858;2;NA
"585-6030";"6030";"Tetuan";"585";"Reunion (Bourbon I.)";8996,91437032;1860;1862;3;NA
"1029-7010";"7010";"Kokand";"1029";"St. Pierre and Miquelon";8997,09413255779;1833;1867;35;NA
"5200-711";"5200";"Italian Somaliland";"711";"Manchukuo";9001,42502885142;1932;1936;5;NA
"564-8225";"8225";"Trengganu";"564";"Orange Free State (Orange River Colony)";9001,50052220429;1909;1910;2;NA
"341-8218";"8218";"Manjung (Dindings)";"341";"Montenegro";9002,91291143217;1910;1910;1;NA
"390-8152";"8152";"Annam";"390";"Denmark";9003,28048944947;1892;1900;9;NA
"6203-810";"6203";"Tripolitania (Regency of Tripoli)";"810";"French Indochina";9003,59971772579;1912;1934;23;NA
"3353-5";"3353";"Dodecanese Is. (Aegean Is.)";"5";"Virgin Islands (Danish West Indies)";9003,83173022361;1915;1938;24;NA
"2249-91";"2249";"Heligoland";"91";"Honduras";9003,91804860491;1842;1889;22;NA
"257-7502";"7502";"Nicobar Is.";"257";"Oldenburg";9004,5539542486;1843;1843;1;NA
"4784-51";"4784";"Northern Nigeria (British Nigeria)";"51";"Jamaica";9004,97891837777;1902;1913;9;NA
"1044-342";"1044";"Navassa I.";"342";"Kingdom of Serbia";9005,0698359786;1916;1917;2;NA
"1087-452";"1087";"Swan Is.";"452";"Ghana (Gold Coast)";9005,5213925573;1930;1930;1;NA
"1087-9252";"9252";"Northern Cook Is.";"1087";"Swan Is.";9005,61760776163;1930;1930;1;NA
"31-3349";"3349";"Ionian Is.";"31";"Bahamas";9005,97325186037;1835;1864;30;NA
"480-9002";"9002";"Cocos (Keeling) Is.";"480";"French Equatorial Africa";9007,71424970713;1910;1938;28;NA
"31-4050";"4050";"St. Helena";"31";"Bahamas";9008,55000174155;1835;1938;104;NA
"1029-155";"1029";"St. Pierre and Miquelon";"155";"Chile";9010,31136992473;1833;1938;106;NA
"1024-4050";"4050";"St. Helena";"1024";"Prince Edward Is.";9010,45651074295;1842;1873;32;NA
"6402-840";"6402";"Western Anatolia";"840";"Philippines";9010,82152356221;1918;1923;6;NA
"160-9974";"9974";"Crozet Is.";"160";"Argentina (La Plata)";9012,81102098457;1841;1869;8;NA
"585-6067";"6067";"Captaincy-general of north Africa";"585";"Reunion (Bourbon I.)";9014,14543173498;1860;1913;52;NA
"811-9006";"9006";"Macquarie I.";"811";"Cambodia (Kampuchea)";9014,50840193348;1914;1914;1;NA
"3551-827";"3551";"Eastern Rumelia";"827";"Straits Settlements";9014,56394839859;1882;1884;3;NA
"1055-3353";"3353";"Dodecanese Is. (Aegean Is.)";"1055";"Windward Is.";9015,36837870292;1915;1938;24;NA
"211-7121";"7121";"Shangai";"211";"Belgium";9016,43582378897;1863;1865;2;NA
"2248-80";"2248";"Holstein";"80";"Belize (British Honduras)";9016,44601430457;1845;1867;14;NA
"625-7105";"7105";"Weihaiwei";"625";"Sudan (Anglo-Egyptian Sudan) (Mahdist State)";9018,2535249241;1905;1930;26;NA
"6202-752";"6202";"Cyrenaica";"752";"Portuguese India";9018,52916830863;1927;1930;3;NA
"40-4781";"4781";"Lagos";"40";"Cuba";9019,95710727588;1863;1906;24;NA
"40-4783";"4783";"Southern Nigeria (Niger Coast Protectorate)";"40";"Cuba";9019,95710727588;1893;1913;21;NA
"3362-68";"3362";"Wallachia";"68";"Netherlands Antilles";9020,28394280793;1837;1858;6;NA
"2-3361";"3361";"Moldavia";"2";"United States of America";9020,32216626615;1834;1858;10;NA
"7104-990";"7104";"Kwangtung Territory";"990";"Samoa (Western Samoa) (German Samoa)";9020,56815649311;1906;1938;33;NA
"225-7502";"7502";"Nicobar Is.";"225";"Switzerland";9021,54484313008;1843;1843;1;NA
"3551-42";"3551";"Eastern Rumelia";"42";"Dominican Republic (Santo Domingo)";9021,72132948097;1882;1884;3;NA
"2249-720";"2249";"Heligoland";"720";"Hong Kong";9021,83801003052;1844;1889;35;NA
"1065-345";"1065";"Curacao";"345";"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)";9023,12150128675;2009;2016;8;NA
"31-9453";"9453";"Fanning I.";"31";"Bahamas";9023,56152914742;1904;1911;8;NA
"1081-257";"1081";"Mosquito Coast";"257";"Oldenburg";9023,57046461919;1865;1867;2;NA
"395-5011";"5011";"Kenya Protectorate";"395";"Iceland";9024,13954989655;1928;1928;1;NA
"2249-7502";"7502";"Nicobar Is.";"2249";"Heligoland";9024,14076058423;1843;1843;1;NA
"5403-6";"5403";"Cabinda (Portuguese Congo)";"6";"Puerto Rico";9025,24157001534;1912;1938;24;NA
"2556-91";"2556";"Rhineland";"91";"Honduras";9028,39799945676;1920;1920;1;NA
"1163-5518";"5518";"Northeastern Rhodesia";"1163";"Falkland Is.";9028,55574608546;1906;1910;4;NA
"721-9900";"9900";"Samoa";"721";"Macao";9029,45938638224;1889;1896;8;NA
"1024-1161";"1161";"Buenos Aires";"1024";"Prince Edward Is.";9029,79873168324;1852;1860;9;NA
"51-9453";"9453";"Fanning I.";"51";"Jamaica";9032,30544894832;1904;1911;8;NA
"385-5814";"5814";"Moheli";"385";"Norway";9032,63658440175;1902;1903;2;NA
"6401-840";"6401";"Cilicia";"840";"Philippines";9032,69626614864;1919;1921;3;NA
"341-8223";"8223";"Kelantan";"341";"Montenegro";9032,81505403026;1910;1910;1;NA
"3349-41";"3349";"Ionian Is.";"41";"Haiti";9033,02733222158;1833;1864;32;NA
"1029-160";"1029";"St. Pierre and Miquelon";"160";"Argentina (La Plata)";9033,19516316701;1833;1938;106;NA
"3386-490";"3386";"Svalbard Is.";"490";"Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)";9033,22202338262;1925;1938;14;NA
"360-8221";"8221";"Johore";"360";"Romania";9034,04650480862;1899;1923;25;NA
"7010-902";"7010";"Kokand";"902";"Western Australia";9034,31624013038;1833;1867;31;NA
"2249-93";"2249";"Heligoland";"93";"Nicaragua";9034,48557942551;1867;1889;16;NA
"1028-7121";"7121";"Shangai";"1028";"Vancouver";9035,63531304715;1865;1865;1;NA
"590-6090";"6090";"Río de Oro";"590";"Mauritius";9036,12884206792;1915;1936;11;NA
"11-5519";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";"11";"Faeroe Is.";9036,58956322107;1910;1910;1;NA
"560-8222";"8222";"Kedah";"560";"South Africa";9037,26031761367;1910;1910;1;NA
"385-5813";"5813";"Anjouan";"385";"Norway";9039,19455724635;1863;1903;6;NA
"2556-93";"2556";"Rhineland";"93";"Nicaragua";9040,33955364614;1920;1920;1;NA
"3386-515";"3386";"Svalbard Is.";"515";"Ruanda-Urundi";9040,48641042966;1927;1938;12;NA
"3-9321";"9321";"Wallis and Futuna Is.";"3";"Alaska";9041,29038836274;1914;1933;19;NA
"571-8223";"8223";"Kelantan";"571";"Botswana (Bechuanaland)";9042,96158743339;1910;1910;1;NA
"562-8501";"8501";"Bali";"562";"Natal";9043,13066036808;1839;1840;2;NA
"1048-5651";"5651";"Walvis Bay";"1048";"Trinidad";9045,34576821288;1878;1884;7;NA
"1019-7020";"7020";"Bokhara";"1019";"Rupert's Land";9045,37027363978;1849;1867;19;NA
"100-4792";"4792";"Old Calabar (Efik)";"100";"Colombia (New Granada) (Gran Colombia)";9046,95891538727;1884;1884;1;NA
"5201-711";"5201";"Italian East Africa";"711";"Manchukuo";9047,31115842214;1936;1938;3;NA
"4361-51";"4361";"Aïr";"51";"Jamaica";9047,34731922755;1891;1900;10;NA
"2901-560";"2901";"Congress Poland";"560";"South Africa";9047,53806399598;1917;1917;1;NA
"1081-2247";"2247";"Schleswig";"1081";"Mosquito Coast";9047,75682878647;1867;1867;1;NA
"1032-4060";"4060";"Tristan da Cunha";"1032";"Turks and Caicos Is.";9048,18474856574;1869;1938;8;NA
"3362-42";"3362";"Wallachia";"42";"Dominican Republic (Santo Domingo)";9049,26858278416;1850;1858;3;NA
"821-9321";"9321";"Wallis and Futuna Is.";"821";"Federated Malay States";9050,52170774671;1914;1933;19;NA
"1032-6202";"6202";"Cyrenaica";"1032";"Turks and Caicos Is.";9050,91601209939;1927;1930;3;NA
"120-3361";"3361";"Moldavia";"120";"French Guiana";9051,19830147669;1834;1858;10;NA
"1048-540";"1048";"Trinidad";"540";"Angola";9051,53850618782;1861;1889;14;NA
"551-8151";"8151";"Cochin China";"551";"Zambia (Northern Rhodesia)";9051,72664243954;1911;1938;28;NA
"681-9008";"9008";"Ashmore and Cartier Is";"681";"Aden";9052,2948499359;1914;1914;1;NA
"380-8151";"8151";"Cochin China";"380";"Sweden";9056,20123052285;1862;1938;65;NA
"342-8225";"8225";"Trengganu";"342";"Kingdom of Serbia";9057,22238412543;1909;1910;2;NA
"1081-246";"1081";"Mosquito Coast";"246";"Bremen";9057,86938462487;1865;1867;2;NA
"110-3386";"3386";"Svalbard Is.";"110";"Guyana (British Guiana)";9058,40477910248;1925;1938;14;NA
"572-8151";"8151";"Cochin China";"572";"Eswatini (Swaziland)";9059,81898294347;1909;1938;30;NA
"346-8151";"8151";"Cochin China";"346";"Bosnia-Herzegovina";9060,69436113109;1879;1908;22;NA
"580-9994";"9994";"Ross Dependency";"580";"Madagascar (Malagasy Republic)";9060,82446828915;1928;1930;2;NA
"571-8221";"8221";"Johore";"571";"Botswana (Bechuanaland)";9060,83097736861;1909;1923;15;NA
"200-7121";"7121";"Shangai";"200";"United Kingdom";9060,98420361119;1863;1865;2;NA
"220-7501";"7501";"Andaman Is.";"220";"France";9061,12856351161;1857;1860;3;NA
"3353-9002";"9002";"Cocos (Keeling) Is.";"3353";"Dodecanese Is. (Aegean Is.)";9061,73907881333;1915;1938;24;NA
"325-7110";"7110";"Kwanchowan";"325";"Italy";9062,56928954581;1898;1938;13;NA
"2249-580";"2249";"Heligoland";"580";"Madagascar (Malagasy Republic)";9062,73134079419;1841;1889;29;NA
"1028-600";"1028";"Vancouver";"600";"Morocco";9063,09983825857;1865;1866;2;NA
"221-8153";"8153";"Tonkin";"221";"Monaco";9063,38210753206;1893;1899;5;NA
"4338-590";"4338";"Goree";"590";"Mauritius";9064,14359611279;1854;1859;4;NA
"130-9453";"9453";"Fanning I.";"130";"Ecuador";9064,42904268636;1904;1911;8;NA
"531-8401";"8401";"Sulu Sultanate";"531";"Eritrea";9064,50950260204;1903;1915;12;NA
"165-5518";"5518";"Northeastern Rhodesia";"165";"Uruguay";9064,73748716232;1906;1910;4;NA
"2247-91";"2247";"Schleswig";"91";"Honduras";9065,14109253646;1853;1867;3;NA
"300-8222";"8222";"Kedah";"300";"Austria-Hungary (Austrian Empire)";9065,62049140929;1910;1910;1;NA
"2249-563";"2249";"Heligoland";"563";"Transvaal (South African Republic)";9067,03611023789;1876;1889;4;NA
"1033-2901";"2901";"Congress Poland";"1033";"Cayman Is.";9067,34395964269;1917;1917;1;NA
"1019-7010";"7010";"Kokand";"1019";"Rupert's Land";9067,43281996982;1849;1867;19;NA
"510-7110";"7110";"Kwanchowan";"510";"German East Africa";9067,57623841554;1898;1911;3;NA
"6203-711";"6203";"Tripolitania (Regency of Tripoli)";"711";"Manchukuo";9067,9371693343;1932;1934;3;NA
"6202-730";"6202";"Cyrenaica";"730";"Korea (Chosen)";9068,45288053318;1927;1930;3;NA
"1029-1161";"1161";"Buenos Aires";"1029";"St. Pierre and Miquelon";9069,33835626842;1852;1860;9;NA
"1033-366";"1033";"Cayman Is.";"366";"Estonia";9069,76195832011;1918;1938;21;NA
"3504-6";"3504";"Samos";"6";"Puerto Rico";9070,90451230157;1879;1913;31;NA
"365-9008";"9008";"Ashmore and Cartier Is";"365";"Russia (USSR)";9071,03744087018;1914;1914;1;NA
"1023-1161";"1161";"Buenos Aires";"1023";"New Brunswick";9071,31703349093;1852;1860;9;NA
"324-7502";"7502";"Nicobar Is.";"324";"Kingdom of Sardinia";9071,52459275869;1843;1843;1;NA
"130-2003";"2003";"Channel Is.";"130";"Ecuador";9071,88542124191;1841;1938;98;NA
"3-9601";"9601";"Society Is.";"3";"Alaska";9072,54990671699;1903;1903;1;NA
"7105-991";"7105";"Weihaiwei";"991";"American Samoa";9073,31630019968;1914;1930;17;NA
"616-7111";"7111";"Manchuria";"616";"Tunisia (Regency of Tunis)";9073,48511488921;1910;1926;2;NA
"235-7504";"7504";"Tranquebar";"235";"Portugal";9074,17194043339;1833;1840;8;NA
"11-8153";"8153";"Tonkin";"11";"Faeroe Is.";9074,48268395832;1885;1900;11;NA
"1069-345";"1069";"Aruba";"345";"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)";9075,02461336862;1984;2016;33;NA
"590-6030";"6030";"Tetuan";"590";"Mauritius";9075,70173905738;1860;1862;3;NA
"1081-390";"1081";"Mosquito Coast";"390";"Denmark";9075,86991437156;1865;1867;2;NA
"625-7111";"7111";"Manchuria";"625";"Sudan (Anglo-Egyptian Sudan) (Mahdist State)";9076,03906614745;1910;1926;2;NA
"225-5614";"5614";"British Kaffraria";"225";"Switzerland";9076,20112995555;1861;1866;6;NA
"3343-811";"3343";"Fiume";"811";"Cambodia (Kampuchea)";9076,81659522716;1921;1924;4;NA
"225-7121";"7121";"Shangai";"225";"Switzerland";9077,0182558729;1863;1865;2;NA
"484-9002";"9002";"Cocos (Keeling) Is.";"484";"Congo (Brazzaville) (French Congo) (Middle Congo)";9077,40653792377;1883;1910;17;NA
"115-3362";"3362";"Wallachia";"115";"Surinam (Dutch Guiana)";9079,41484433886;1845;1858;5;NA
"130-4781";"4781";"Lagos";"130";"Ecuador";9080,30076682632;1863;1906;24;NA
"130-4783";"4783";"Southern Nigeria (Niger Coast Protectorate)";"130";"Ecuador";9080,30076682632;1893;1913;21;NA
"522-7352";"7352";"Vladivostok";"522";"Djibouti (Afar and Issas) (French Somaliland)";9080,33228043135;1919;1922;4;NA
"420-7531";"7531";"Kathiawar";"420";"Gambia";9080,52359610129;1926;1938;13;NA
"100-2249";"2249";"Heligoland";"100";"Colombia (New Granada) (Gran Colombia)";9080,81334722837;1841;1889;42;NA
"42-6202";"6202";"Cyrenaica";"42";"Dominican Republic (Santo Domingo)";9080,85075374675;1927;1930;3;NA
"395-4050";"4050";"St. Helena";"395";"Iceland";9081,46699497088;1849;1938;70;NA
"1033-4050";"4050";"St. Helena";"1033";"Cayman Is.";9083,17163875288;1887;1938;29;NA
"7111-990";"7111";"Manchuria";"990";"Samoa (Western Samoa) (German Samoa)";9083,31459298545;1910;1926;2;NA
"721-9973";"9973";"Kerguelen Is.";"721";"Macao";9084,64450948769;1912;1928;11;NA
"5200-730";"5200";"Italian Somaliland";"730";"Korea (Chosen)";9084,85256396387;1893;1936;42;NA
"1044-960";"1044";"Navassa I.";"960";"French Polynesia";9085,09103982305;1916;1917;2;NA
"2556-95";"2556";"Rhineland";"95";"Panama";9085,49633109098;1920;1920;1;NA
"600-7504";"7504";"Tranquebar";"600";"Morocco";9085,86601331029;1833;1840;7;NA
"325-7121";"7121";"Shangai";"325";"Italy";9087,74853112227;1863;1865;2;NA
"5813-840";"5813";"Anjouan";"840";"Philippines";9088,20430131683;1863;1903;6;NA
"223-7110";"7110";"Kwanchowan";"223";"Liechtenstein";9088,77584295484;1922;1938;9;NA
"165-4361";"4361";"Aïr";"165";"Uruguay";9089,22305274916;1891;1900;10;NA
"328-7110";"7110";"Kwanchowan";"328";"Vatican City";9089,94362495041;1935;1935;1;NA
"404-7531";"7531";"Kathiawar";"404";"Guinea-Bissau (Portuguese Guinea)";9089,97978906129;1926;1938;13;NA
"2003-572";"2003";"Channel Is.";"572";"Eswatini (Swaziland)";9090,04206152212;1909;1938;30;NA
"590-6067";"6067";"Captaincy-general of north Africa";"590";"Mauritius";9091,8444426608;1860;1913;52;NA
"31-3362";"3362";"Wallachia";"31";"Bahamas";9092,1820756753;1837;1858;6;NA
"4050-94";"4050";"St. Helena";"94";"Costa Rica";9093,4266031563;1867;1938;66;NA
"1044-339";"1044";"Navassa I.";"339";"Albania";9093,59604581546;1916;1917;2;NA
"565-9994";"9994";"Ross Dependency";"565";"Namibia (South West Africa) (German South West Africa)";9094,65345753149;1928;1930;2;NA
"10-4070";"4070";"Ascension I.";"10";"Greenland";9094,85432369484;1841;1922;62;NA
"3386-840";"3386";"Svalbard Is.";"840";"Philippines";9094,91133363359;1925;1938;14;NA
"902-9601";"9601";"Society Is.";"902";"Western Australia";9095,24390182198;1883;1901;14;NA
"1081-2248";"2248";"Holstein";"1081";"Mosquito Coast";9095,8566807759;1867;1867;1;NA
"6631-840";"6631";"West Bank";"840";"Philippines";9095,87574520516;1993;2025;32;NA
"4535-780";"4535";"Dutch Posts (Gold Coast)";"780";"Sri Lanka (Ceylon)";9096,1077089206;1869;1869;1;NA
"3271-721";"3271";"Ancona";"721";"Macao";9097,8539193;1838;1838;1;NA
"365-9830";"9830";"Bismarck Archipelago (New Britain) (Neupommern)";"365";"Russia (USSR)";9098,00196551936;1914;1918;5;NA
"4361-710";"4361";"Aïr";"710";"People's Republic of China (China)";9099,2698148353;1891;1900;10;NA
"2247-580";"2247";"Schleswig";"580";"Madagascar (Malagasy Republic)";9099,27647254097;1846;1867;5;NA
"590-7120";"7120";"Kiauchau";"590";"Mauritius";9099,74324474029;1898;1913;16;NA
"2247-93";"2247";"Schleswig";"93";"Nicaragua";9100,97522560723;1867;1867;1;NA
"110-3551";"3551";"Eastern Rumelia";"110";"Guyana (British Guiana)";9101,55784458978;1882;1884;3;NA
"10-7506";"7506";"Hyderabad";"10";"Greenland";9102,3866533352;1867;1904;2;NA
"4050-7693";"7693";"Sindh";"4050";"St. Helena";9104,36664302686;1833;1840;8;NA
"155-5403";"5403";"Cabinda (Portuguese Congo)";"155";"Chile";9104,79523163993;1912;1938;24;NA
"1033-367";"1033";"Cayman Is.";"367";"Latvia";9105,12854469925;1918;1938;21;NA
"2247-815";"2247";"Schleswig";"815";"Vietnam";9105,33248811702;1855;1855;1;NA
"2901-821";"2901";"Congress Poland";"821";"Federated Malay States";9106,30394378678;1917;1917;1;NA
"560-8221";"8221";"Johore";"560";"South Africa";9106,56830292094;1910;1923;14;NA
"1029-692";"1029";"St. Pierre and Miquelon";"692";"Bahrain";9106,73851879093;1904;1938;35;NA
"1029-531";"1029";"St. Pierre and Miquelon";"531";"Eritrea";9106,904103202;1888;1936;46;NA
"1069-339";"1069";"Aruba";"339";"Albania";9107,07260835328;1984;2025;42;NA
"6067-70";"6067";"Captaincy-general of north Africa";"70";"Mexico";9107,50753919388;1860;1913;52;NA
"140-5518";"5518";"Northeastern Rhodesia";"140";"Brazil";9108,22581167039;1906;1910;4;NA
"31-3551";"3551";"Eastern Rumelia";"31";"Bahamas";9109,03602551167;1882;1884;3;NA
"145-4361";"4361";"Aïr";"145";"Bolivia";9109,21179537027;1891;1900;10;NA
"1032-411";"1032";"Turks and Caicos Is.";"411";"Equatorial Guinea (Spanish Guinea)";9109,24711572489;1856;1938;66;NA
"120-3386";"3386";"Svalbard Is.";"120";"French Guiana";9109,38916078297;1925;1938;14;NA
"501-8401";"8401";"Sulu Sultanate";"501";"Kenya (British East Africa Protectorate)";9110,03717336583;1903;1915;12;NA
"2248-815";"2248";"Holstein";"815";"Vietnam";9110,59718317572;1855;1855;1;NA
"31-3361";"3361";"Moldavia";"31";"Bahamas";9112,3991945376;1845;1858;9;NA
"4060-94";"4060";"Tristan da Cunha";"94";"Costa Rica";9112,55786320741;1876;1938;4;NA
"7120-906";"7120";"Kiauchau";"906";"Tasmania";9112,93385815035;1898;1901;4;NA
"350-8221";"8221";"Johore";"350";"Greece";9113,25039431836;1899;1923;25;NA
"2003-560";"2003";"Channel Is.";"560";"South Africa";9113,44696957587;1910;1938;29;NA
"30-5403";"5403";"Cabinda (Portuguese Congo)";"30";"Bermuda";9114,30514852294;1912;1938;24;NA
"2556-800";"2556";"Rhineland";"800";"Thailand (Siam)";9114,4097717538;1920;1920;1;NA
"160-5519";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";"160";"Argentina (La Plata)";9115,42701214739;1910;1910;1;NA
"115-3504";"3504";"Samos";"115";"Surinam (Dutch Guiana)";9115,72407154812;1879;1913;31;NA
"100-4361";"4361";"Aïr";"100";"Colombia (New Granada) (Gran Colombia)";9116,33465033865;1891;1900;10;NA
"2248-91";"2248";"Holstein";"91";"Honduras";9117,35798916882;1844;1867;4;NA
"21-7111";"7111";"Manchuria";"21";"Newfoundland and Labrador (Newfoundland)";9117,76718799283;1910;1926;2;NA
"6030-70";"6030";"Tetuan";"70";"Mexico";9117,88640278929;1860;1862;3;NA
"1087-315";"1087";"Swan Is.";"315";"Czechoslovakia";9118,3705060966;1930;1930;1;NA
"3-9830";"9830";"Bismarck Archipelago (New Britain) (Neupommern)";"3";"Alaska";9118,51610463453;1914;1918;5;NA
"101-2903";"2903";"Cracow (Free City of Cracow)";"101";"Venezuela";9118,52314238894;1833;1843;3;NA
"2556-570";"2556";"Rhineland";"570";"Lesotho (Basutoland)";9119,86626021039;1920;1920;1;NA
"3363-590";"3363";"Memel";"590";"Mauritius";9120,01770712001;1920;1920;1;NA
"8222-920";"8222";"Kedah";"920";"New Zealand";9120,04592793287;1910;1910;1;NA
"1044-403";"1044";"Navassa I.";"403";"Sao Tome-Principe";9121,91378294437;1916;1917;2;NA
"571-8225";"8225";"Trengganu";"571";"Botswana (Bechuanaland)";9122,71396033884;1909;1910;2;NA
"720-9973";"9973";"Kerguelen Is.";"720";"Hong Kong";9123,01081450064;1912;1928;11;NA
"232-7104";"7104";"Kwangtung Territory";"232";"Andorra";9123,26104245328;1906;1938;32;NA
"730-9253";"9253";"Niue I.";"730";"Korea (Chosen)";9124,19825586963;1909;1937;6;NA
"2901-570";"2901";"Congress Poland";"570";"Lesotho (Basutoland)";9124,40596555209;1917;1917;1;NA
"1055-540";"1055";"Windward Is.";"540";"Angola";9124,58114165559;1838;1938;64;NA
"1024-7020";"7020";"Bokhara";"1024";"Prince Edward Is.";9124,7636524545;1842;1867;26;NA
"210-7110";"7110";"Kwanchowan";"210";"Netherlands";9125,21681857921;1898;1938;13;NA
"40-4361";"4361";"Aïr";"40";"Cuba";9126,32674382359;1891;1900;10;NA
"1033-368";"1033";"Cayman Is.";"368";"Lithuania";9126,6966627149;1918;1938;21;NA
"3361-42";"3361";"Moldavia";"42";"Dominican Republic (Santo Domingo)";9127,61235727521;1853;1858;4;NA
"100-9462";"9462";"Malden I.";"100";"Colombia (New Granada) (Gran Colombia)";9128,98426857259;1882;1913;16;NA
"1161-541";"1161";"Buenos Aires";"541";"Mozambique (Portuguese East Africa)";9129,58610280954;1852;1859;3;NA
"1065-620";"1065";"Curacao";"620";"Libya";9131,12881126339;2009;2025;17;NA
"1081-248";"1081";"Mosquito Coast";"248";"Hamburg";9131,21335733622;1865;1867;2;NA
"1025-7010";"7010";"Kokand";"1025";"Quebec (Lower Canada)";9131,69496313289;1833;1841;7;NA
"300-8151";"8151";"Cochin China";"300";"Austria-Hungary (Austrian Empire)";9131,71359623288;1862;1917;44;NA
"3504-740";"3504";"Samos";"740";"Japan";9132,50976675036;1879;1913;31;NA
"3361-68";"3361";"Moldavia";"68";"Netherlands Antilles";9133,02833276261;1834;1858;10;NA
"1029-4";"1029";"St. Pierre and Miquelon";"4";"Hawaii (Sandwich Is.)";9133,50833147664;1837;1938;92;NA
"2003-580";"2003";"Channel Is.";"580";"Madagascar (Malagasy Republic)";9133,65706188304;1841;1938;84;NA
"585-7121";"7121";"Shangai";"585";"Reunion (Bourbon I.)";9133,66940443616;1863;1865;2;NA
"7506-901";"7506";"Hyderabad";"901";"New South Wales";9134,53758630506;1867;1868;2;NA
"1033-310";"1033";"Cayman Is.";"310";"Hungary";9135,59180474346;1918;1938;21;NA
"571-9994";"9994";"Ross Dependency";"571";"Botswana (Bechuanaland)";9135,8603129355;1928;1928;1;NA
"531-7352";"7352";"Vladivostok";"531";"Eritrea";9136,708916037;1919;1922;4;NA
"3363-821";"3363";"Memel";"821";"Federated Malay States";9137,36915752745;1920;1920;1;NA
"3349-752";"3349";"Ionian Is.";"752";"Portuguese India";9138,31595200543;1833;1863;11;NA
"1055-369";"1055";"Windward Is.";"369";"Ukraine";9140,05207589089;1918;1920;3;NA
"1081-240";"1081";"Mosquito Coast";"240";"Hanover";9140,9498960993;1865;1865;1;NA
"1048-3504";"3504";"Samos";"1048";"Trinidad";9141,04395936597;1879;1889;11;NA
"10210-700";"10210";"Labrador";"700";"Afghanistan";9141,37575818817;1897;1900;3;NA
"1033-4781";"4781";"Lagos";"1033";"Cayman Is.";9141,97729360075;1887;1906;2;NA
"1033-4783";"4783";"Southern Nigeria (Niger Coast Protectorate)";"1033";"Cayman Is.";9141,97729360075;1906;1913;3;NA
"2249-90";"2249";"Heligoland";"90";"Guatemala";9142,84540355459;1841;1889;41;NA
"20-6401";"6401";"Cilicia";"20";"Canada (Province of Canada)";9143,2640977433;1919;1921;3;NA
"560-8223";"8223";"Kelantan";"560";"South Africa";9143,9958132652;1910;1910;1;NA
"2901-7";"2901";"Congress Poland";"7";"Texas";9144,55441564777;1837;1845;9;NA
"2003-730";"2003";"Channel Is.";"730";"Korea (Chosen)";9144,69315363445;1883;1938;56;NA
"515-7110";"7110";"Kwanchowan";"515";"Ruanda-Urundi";9145,89642592373;1921;1938;10;NA
"1081-452";"1081";"Mosquito Coast";"452";"Ghana (Gold Coast)";9146,11074294089;1865;1865;1;NA
"2-3362";"3362";"Wallachia";"2";"United States of America";9146,52463624055;1837;1858;6;NA
"31-4782";"4782";"Oil Rivers Protectorate";"31";"Bahamas";9146,72075272555;1885;1899;15;NA
"4060-665";"4060";"Tristan da Cunha";"665";"Palestine";9147,31086502283;1938;1938;1;NA
"1048-3361";"3361";"Moldavia";"1048";"Trinidad";9148,26314163531;1855;1858;3;NA
"3363-585";"3363";"Memel";"585";"Reunion (Bourbon I.)";9148,6384822203;1920;1920;1;NA
"5109-8401";"8401";"Sulu Sultanate";"5109";"Mafia I.";9148,6845473651;1915;1915;1;NA
"2248-93";"2248";"Holstein";"93";"Nicaragua";9148,86189917613;1867;1867;1;NA
"3-6203";"6203";"Tripolitania (Regency of Tripoli)";"3";"Alaska";9149,42288258948;1912;1934;23;NA
"6203-7104";"7104";"Kwangtung Territory";"6203";"Tripolitania (Regency of Tripoli)";9150,02112361986;1912;1934;23;NA
"3271-815";"3271";"Ancona";"815";"Vietnam";9150,28513202476;1838;1839;2;NA
"3504-52";"3504";"Samos";"52";"Trinidad and Tobago";9150,61106427619;1889;1913;21;NA
"20-7030";"7030";"Khiva";"20";"Canada (Province of Canada)";9151,01573119107;1842;1874;30;NA
"341-8225";"8225";"Trengganu";"341";"Montenegro";9152,15727000822;1909;1910;2;NA
"3353-6";"3353";"Dodecanese Is. (Aegean Is.)";"6";"Puerto Rico";9152,30312636771;1915;1938;24;NA
"563-8151";"8151";"Cochin China";"563";"Transvaal (South African Republic)";9152,59364931124;1877;1910;22;NA
"3386-96";"3386";"Svalbard Is.";"96";"Panama Canal Zone";9152,68377289767;1925;1938;14;NA
