key,common_empire,year
"235-402",1,1832
"235-402",1,1833
"235-402",1,1834
"235-402",1,1835
"235-402",1,1836
"235-402",1,1837
"235-402",1,1838
"235-402",1,1839
"235-402",1,1840
"235-402",1,1841
"235-402",1,1842
"235-402",1,1843
"235-402",1,1844
"235-402",1,1845
"235-402",1,1846
"235-402",1,1847
"235-402",1,1848
"235-402",1,1849
"235-402",1,1850
"235-402",1,1851
"235-402",1,1852
"235-402",1,1853
"235-402",1,1854
"235-402",1,1855
"235-402",1,1856
"235-402",1,1857
"235-402",1,1858
"235-402",1,1859
"235-402",1,1860
"235-402",1,1861
"235-402",1,1862
"235-402",1,1863
"235-402",1,1864
"235-402",1,1865
"235-402",1,1866
"235-402",1,1867
"235-402",1,1868
"235-402",1,1869
"235-402",1,1870
"235-402",1,1871
"235-402",1,1872
"235-402",1,1873
"235-402",1,1874
"235-402",1,1875
"235-402",1,1876
"235-402",1,1877
"235-402",1,1878
"235-402",1,1879
"235-402",1,1880
"235-402",1,1881
"235-402",1,1882
"235-402",1,1883
"235-402",1,1884
"235-402",1,1885
"235-402",1,1886
"235-402",1,1887
"235-402",1,1888
"235-402",1,1889
"235-402",1,1890
"235-402",1,1891
"235-402",1,1892
"235-402",1,1893
"235-402",1,1894
"235-402",1,1895
"235-402",1,1896
"235-402",1,1897
"235-402",1,1898
"235-402",1,1899
"235-402",1,1900
"235-402",1,1901
"235-402",1,1902
"235-402",1,1903
"235-402",1,1904
"235-402",1,1905
"235-402",1,1906
"235-402",1,1907
"235-402",1,1908
"235-402",1,1909
"235-402",1,1910
"235-402",1,1911
"235-402",1,1912
"235-402",1,1913
"235-402",1,1914
"235-402",1,1915
"235-402",1,1916
"235-402",1,1917
"235-402",1,1918
"235-402",1,1919
"235-402",1,1920
"235-402",1,1921
"235-402",1,1922
"235-402",1,1923
"235-402",1,1924
"235-402",1,1925
"235-402",1,1926
"235-402",1,1927
"235-402",1,1928
"235-402",1,1929
"235-402",1,1930
"235-402",1,1931
"235-402",1,1932
"235-402",1,1933
"235-402",1,1934
"235-402",1,1935
"235-402",1,1936
"235-402",1,1937
"235-402",1,1938
"235-402",1,1939
"235-402",1,1940
"235-402",1,1941
"235-402",1,1942
"235-402",1,1943
"235-402",1,1944
"235-402",1,1945
"235-402",1,1946
"235-402",1,1947
"235-402",1,1948
"235-402",1,1949
"235-402",1,1950
"235-402",1,1951
"235-402",1,1952
"235-402",1,1953
"235-402",1,1954
"235-402",1,1955
"235-402",1,1956
"235-402",1,1957
"235-402",1,1958
"235-402",1,1959
"235-402",1,1960
"235-402",1,1961
"235-402",1,1962
"235-402",1,1963
"235-402",1,1964
"235-402",1,1965
"235-402",1,1966
"235-402",1,1967
"235-402",1,1968
"235-402",1,1969
"235-402",1,1970
"235-402",1,1971
"235-402",1,1972
"235-402",1,1973
"235-402",1,1974
"235-402",1,1975
"235-403",1,1816
"235-403",1,1817
"235-403",1,1818
"235-403",1,1819
"235-403",1,1820
"235-403",1,1821
"235-403",1,1822
"235-403",1,1823
"235-403",1,1824
"235-403",1,1825
"235-403",1,1826
"235-403",1,1827
"235-403",1,1828
"235-403",1,1829
"235-403",1,1830
"235-403",1,1831
"235-403",1,1832
"235-403",1,1833
"235-403",1,1834
"235-403",1,1835
"235-403",1,1836
"235-403",1,1837
"235-403",1,1838
"235-403",1,1839
"235-403",1,1840
"235-403",1,1841
"235-403",1,1842
"235-403",1,1843
"235-403",1,1844
"235-403",1,1845
"235-403",1,1846
"235-403",1,1847
"235-403",1,1848
"235-403",1,1849
"235-403",1,1850
"235-403",1,1851
"235-403",1,1852
"235-403",1,1853
"235-403",1,1854
"235-403",1,1855
"235-403",1,1856
"235-403",1,1857
"235-403",1,1858
"235-403",1,1859
"235-403",1,1860
"235-403",1,1861
"235-403",1,1862
"235-403",1,1863
"235-403",1,1864
"235-403",1,1865
"235-403",1,1866
"235-403",1,1867
"235-403",1,1868
"235-403",1,1869
"235-403",1,1870
"235-403",1,1871
"235-403",1,1872
"235-403",1,1873
"235-403",1,1874
"235-403",1,1875
"235-403",1,1876
"235-403",1,1877
"235-403",1,1878
"235-403",1,1879
"235-403",1,1880
"235-403",1,1881
"235-403",1,1882
"235-403",1,1883
"235-403",1,1884
"235-403",1,1885
"235-403",1,1886
"235-403",1,1887
"235-403",1,1888
"235-403",1,1889
"235-403",1,1890
"235-403",1,1891
"235-403",1,1892
"235-403",1,1893
"235-403",1,1894
"235-403",1,1895
"235-403",1,1896
"235-403",1,1897
"235-403",1,1898
"235-403",1,1899
"235-403",1,1900
"235-403",1,1901
"235-403",1,1902
"235-403",1,1903
"235-403",1,1904
"235-403",1,1905
"235-403",1,1906
"235-403",1,1907
"235-403",1,1908
"235-403",1,1909
"235-403",1,1910
"235-403",1,1911
"235-403",1,1912
"235-403",1,1913
"235-403",1,1914
"235-403",1,1915
"235-403",1,1916
"235-403",1,1917
"235-403",1,1918
"235-403",1,1919
"235-403",1,1920
"235-403",1,1921
"235-403",1,1922
"235-403",1,1923
"235-403",1,1924
"235-403",1,1925
"235-403",1,1926
"235-403",1,1927
"235-403",1,1928
"235-403",1,1929
"235-403",1,1930
"235-403",1,1931
"235-403",1,1932
"235-403",1,1933
"235-403",1,1934
"235-403",1,1935
"235-403",1,1936
"235-403",1,1937
"235-403",1,1938
"235-403",1,1939
"235-403",1,1940
"235-403",1,1941
"235-403",1,1942
"235-403",1,1943
"235-403",1,1944
"235-403",1,1945
"235-403",1,1946
"235-403",1,1947
"235-403",1,1948
"235-403",1,1949
"235-403",1,1950
"235-403",1,1951
"235-403",1,1952
"235-403",1,1953
"235-403",1,1954
"235-403",1,1955
"235-403",1,1956
"235-403",1,1957
"235-403",1,1958
"235-403",1,1959
"235-403",1,1960
"235-403",1,1961
"235-403",1,1962
"235-403",1,1963
"235-403",1,1964
"235-403",1,1965
"235-403",1,1966
"235-403",1,1967
"235-403",1,1968
"235-403",1,1969
"235-403",1,1970
"235-403",1,1971
"235-403",1,1972
"235-403",1,1973
"235-403",1,1974
"235-403",1,1975
"235-404",1,1879
"235-404",1,1880
"235-404",1,1881
"235-404",1,1882
"235-404",1,1883
"235-404",1,1884
"235-404",1,1885
"235-404",1,1886
"235-404",1,1887
"235-404",1,1888
"235-404",1,1889
"235-404",1,1890
"235-404",1,1891
"235-404",1,1892
"235-404",1,1893
"235-404",1,1894
"235-404",1,1895
"235-404",1,1896
"235-404",1,1897
"235-404",1,1898
"235-404",1,1899
"235-404",1,1900
"235-404",1,1901
"235-404",1,1902
"235-404",1,1903
"235-404",1,1904
"235-404",1,1905
"235-404",1,1906
"235-404",1,1907
"235-404",1,1908
"235-404",1,1909
"235-404",1,1910
"235-404",1,1911
"235-404",1,1912
"235-404",1,1913
"235-404",1,1914
"235-404",1,1915
"235-404",1,1916
"235-404",1,1917
"235-404",1,1918
"235-404",1,1919
"235-404",1,1920
"235-404",1,1921
"235-404",1,1922
"235-404",1,1923
"235-404",1,1924
"235-404",1,1925
"235-404",1,1926
"235-404",1,1927
"235-404",1,1928
"235-404",1,1929
"235-404",1,1930
"235-404",1,1931
"235-404",1,1932
"235-404",1,1933
"235-404",1,1934
"235-404",1,1935
"235-404",1,1936
"235-404",1,1937
"235-404",1,1938
"235-404",1,1939
"235-404",1,1940
"235-404",1,1941
"235-404",1,1942
"235-404",1,1943
"235-404",1,1944
"235-404",1,1945
"235-404",1,1946
"235-404",1,1947
"235-404",1,1948
"235-404",1,1949
"235-404",1,1950
"235-404",1,1951
"235-404",1,1952
"235-404",1,1953
"235-404",1,1954
"235-404",1,1955
"235-404",1,1956
"235-404",1,1957
"235-404",1,1958
"235-404",1,1959
"235-404",1,1960
"235-404",1,1961
"235-404",1,1962
"235-404",1,1963
"235-404",1,1964
"235-404",1,1965
"235-404",1,1966
"235-404",1,1967
"235-404",1,1968
"235-404",1,1969
"235-404",1,1970
"235-404",1,1971
"235-404",1,1972
"235-404",1,1973
"235-404",1,1974
"235-540",1,1816
"235-540",1,1817
"235-540",1,1818
"235-540",1,1819
"235-540",1,1820
"235-540",1,1821
"235-540",1,1822
"235-540",1,1823
"235-540",1,1824
"235-540",1,1825
"235-540",1,1826
"235-540",1,1827
"235-540",1,1828
"235-540",1,1829
"235-540",1,1830
"235-540",1,1831
"235-540",1,1832
"235-540",1,1833
"235-540",1,1834
"235-540",1,1835
"235-540",1,1836
"235-540",1,1837
"235-540",1,1838
"235-540",1,1839
"235-540",1,1840
"235-540",1,1841
"235-540",1,1842
"235-540",1,1843
"235-540",1,1844
"235-540",1,1845
"235-540",1,1846
"235-540",1,1847
"235-540",1,1848
"235-540",1,1849
"235-540",1,1850
"235-540",1,1851
"235-540",1,1852
"235-540",1,1853
"235-540",1,1854
"235-540",1,1855
"235-540",1,1856
"235-540",1,1857
"235-540",1,1858
"235-540",1,1859
"235-540",1,1860
"235-540",1,1861
"235-540",1,1862
"235-540",1,1863
"235-540",1,1864
"235-540",1,1865
"235-540",1,1866
"235-540",1,1867
"235-540",1,1868
"235-540",1,1869
"235-540",1,1870
"235-540",1,1871
"235-540",1,1872
"235-540",1,1873
"235-540",1,1874
"235-540",1,1875
"235-540",1,1876
"235-540",1,1877
"235-540",1,1878
"235-540",1,1879
"235-540",1,1880
"235-540",1,1881
"235-540",1,1882
"235-540",1,1883
"235-540",1,1884
"235-540",1,1885
"235-540",1,1886
"235-540",1,1887
"235-540",1,1888
"235-540",1,1889
"235-540",1,1890
"235-540",1,1891
"235-540",1,1892
"235-540",1,1893
"235-540",1,1894
"235-540",1,1895
"235-540",1,1896
"235-540",1,1897
"235-540",1,1898
"235-540",1,1899
"235-540",1,1900
"235-540",1,1901
"235-540",1,1902
"235-540",1,1903
"235-540",1,1904
"235-540",1,1905
"235-540",1,1906
"235-540",1,1907
"235-540",1,1908
"235-540",1,1909
"235-540",1,1910
"235-540",1,1911
"235-540",1,1912
"235-540",1,1913
"235-540",1,1914
"235-540",1,1915
"235-540",1,1916
"235-540",1,1917
"235-540",1,1918
"235-540",1,1919
"235-540",1,1920
"235-540",1,1921
"235-540",1,1922
"235-540",1,1923
"235-540",1,1924
"235-540",1,1925
"235-540",1,1926
"235-540",1,1927
"235-540",1,1928
"235-540",1,1929
"235-540",1,1930
"235-540",1,1931
"235-540",1,1932
"235-540",1,1933
"235-540",1,1934
"235-540",1,1935
"235-540",1,1936
"235-540",1,1937
"235-540",1,1938
"235-540",1,1939
"235-540",1,1940
"235-540",1,1941
"235-540",1,1942
"235-540",1,1943
"235-540",1,1944
"235-540",1,1945
"235-540",1,1946
"235-540",1,1947
"235-540",1,1948
"235-540",1,1949
"235-540",1,1950
"235-540",1,1951
"235-540",1,1952
"235-540",1,1953
"235-540",1,1954
"235-540",1,1955
"235-540",1,1956
"235-540",1,1957
"235-540",1,1958
"235-540",1,1959
"235-540",1,1960
"235-540",1,1961
"235-540",1,1962
"235-540",1,1963
"235-540",1,1964
"235-540",1,1965
"235-540",1,1966
"235-540",1,1967
"235-540",1,1968
"235-540",1,1969
"235-540",1,1970
"235-540",1,1971
"235-540",1,1972
"235-540",1,1973
"235-540",1,1974
"235-540",1,1975
"235-5403",1,1885
"235-5403",1,1886
"235-5403",1,1887
"235-5403",1,1888
"235-5403",1,1889
"235-5403",1,1890
"235-5403",1,1891
"235-5403",1,1892
"235-5403",1,1893
"235-5403",1,1894
"235-5403",1,1895
"235-5403",1,1896
"235-5403",1,1897
"235-5403",1,1898
"235-5403",1,1899
"235-5403",1,1900
"235-5403",1,1901
"235-5403",1,1902
"235-5403",1,1903
"235-5403",1,1904
"235-5403",1,1905
"235-5403",1,1906
"235-5403",1,1907
"235-5403",1,1908
"235-5403",1,1909
"235-5403",1,1910
"235-5403",1,1911
"235-5403",1,1912
"235-5403",1,1913
"235-5403",1,1914
"235-5403",1,1915
"235-5403",1,1916
"235-5403",1,1917
"235-5403",1,1918
"235-5403",1,1919
"235-5403",1,1920
"235-5403",1,1921
"235-5403",1,1922
"235-5403",1,1923
"235-5403",1,1924
"235-5403",1,1925
"235-5403",1,1926
"235-5403",1,1927
"235-5403",1,1928
"235-5403",1,1929
"235-5403",1,1930
"235-5403",1,1931
"235-5403",1,1932
"235-5403",1,1933
"235-5403",1,1934
"235-5403",1,1935
"235-5403",1,1936
"235-5403",1,1937
"235-5403",1,1938
"235-5403",1,1939
"235-5403",1,1940
"235-5403",1,1941
"235-5403",1,1942
"235-5403",1,1943
"235-5403",1,1944
"235-5403",1,1945
"235-5403",1,1946
"235-5403",1,1947
"235-5403",1,1948
"235-5403",1,1949
"235-5403",1,1950
"235-5403",1,1951
"235-5403",1,1952
"235-5403",1,1953
"235-5403",1,1954
"235-5403",1,1955
"235-5403",1,1956
"235-5403",1,1957
"235-5403",1,1958
"235-5403",1,1959
"235-5403",1,1960
"235-5403",1,1961
"235-5403",1,1962
"235-5403",1,1963
"235-5403",1,1964
"235-5403",1,1965
"235-5403",1,1966
"235-5403",1,1967
"235-5403",1,1968
"235-5403",1,1969
"235-5403",1,1970
"235-5403",1,1971
"235-5403",1,1972
"235-5403",1,1973
"235-5403",1,1974
"235-5403",1,1975
"235-541",1,1816
"235-541",1,1817
"235-541",1,1818
"235-541",1,1819
"235-541",1,1820
"235-541",1,1821
"235-541",1,1822
"235-541",1,1823
"235-541",1,1824
"235-541",1,1825
"235-541",1,1826
"235-541",1,1827
"235-541",1,1828
"235-541",1,1829
"235-541",1,1830
"235-541",1,1831
"235-541",1,1832
"235-541",1,1833
"235-541",1,1834
"235-541",1,1835
"235-541",1,1836
"235-541",1,1837
"235-541",1,1838
"235-541",1,1839
"235-541",1,1840
"235-541",1,1841
"235-541",1,1842
"235-541",1,1843
"235-541",1,1844
"235-541",1,1845
"235-541",1,1846
"235-541",1,1847
"235-541",1,1848
"235-541",1,1849
"235-541",1,1850
"235-541",1,1851
"235-541",1,1852
"235-541",1,1853
"235-541",1,1854
"235-541",1,1855
"235-541",1,1856
"235-541",1,1857
"235-541",1,1858
"235-541",1,1859
"235-541",1,1860
"235-541",1,1861
"235-541",1,1862
"235-541",1,1863
"235-541",1,1864
"235-541",1,1865
"235-541",1,1866
"235-541",1,1867
"235-541",1,1868
"235-541",1,1869
"235-541",1,1870
"235-541",1,1871
"235-541",1,1872
"235-541",1,1873
"235-541",1,1874
"235-541",1,1875
"235-541",1,1876
"235-541",1,1877
"235-541",1,1878
"235-541",1,1879
"235-541",1,1880
"235-541",1,1881
"235-541",1,1882
"235-541",1,1883
"235-541",1,1884
"235-541",1,1885
"235-541",1,1886
"235-541",1,1887
"235-541",1,1888
"235-541",1,1889
"235-541",1,1890
"235-541",1,1891
"235-541",1,1892
"235-541",1,1893
"235-541",1,1894
"235-541",1,1895
"235-541",1,1896
"235-541",1,1897
"235-541",1,1898
"235-541",1,1899
"235-541",1,1900
"235-541",1,1901
"235-541",1,1902
"235-541",1,1903
"235-541",1,1904
"235-541",1,1905
"235-541",1,1906
"235-541",1,1907
"235-541",1,1908
"235-541",1,1909
"235-541",1,1910
"235-541",1,1911
"235-541",1,1912
"235-541",1,1913
"235-541",1,1914
"235-541",1,1915
"235-541",1,1916
"235-541",1,1917
"235-541",1,1918
"235-541",1,1919
"235-541",1,1920
"235-541",1,1921
"235-541",1,1922
"235-541",1,1923
"235-541",1,1924
"235-541",1,1925
"235-541",1,1926
"235-541",1,1927
"235-541",1,1928
"235-541",1,1929
"235-541",1,1930
"235-541",1,1931
"235-541",1,1932
"235-541",1,1933
"235-541",1,1934
"235-541",1,1935
"235-541",1,1936
"235-541",1,1937
"235-541",1,1938
"235-541",1,1939
"235-541",1,1940
"235-541",1,1941
"235-541",1,1942
"235-541",1,1943
"235-541",1,1944
"235-541",1,1945
"235-541",1,1946
"235-541",1,1947
"235-541",1,1948
"235-541",1,1949
"235-541",1,1950
"235-541",1,1951
"235-541",1,1952
"235-541",1,1953
"235-541",1,1954
"235-541",1,1955
"235-541",1,1956
"235-541",1,1957
"235-541",1,1958
"235-541",1,1959
"235-541",1,1960
"235-541",1,1961
"235-541",1,1962
"235-541",1,1963
"235-541",1,1964
"235-541",1,1965
"235-541",1,1966
"235-541",1,1967
"235-541",1,1968
"235-541",1,1969
"235-541",1,1970
"235-541",1,1971
"235-541",1,1972
"235-541",1,1973
"235-541",1,1974
"235-541",1,1975
"235-721",1,1816
"235-721",1,1817
"235-721",1,1818
"235-721",1,1819
"235-721",1,1820
"235-721",1,1821
"235-721",1,1822
"235-721",1,1823
"235-721",1,1824
"235-721",1,1825
"235-721",1,1826
"235-721",1,1827
"235-721",1,1828
"235-721",1,1829
"235-721",1,1830
"235-721",1,1831
"235-721",1,1832
"235-721",1,1833
"235-721",1,1834
"235-721",1,1835
"235-721",1,1836
"235-721",1,1837
"235-721",1,1838
"235-721",1,1839
"235-721",1,1840
"235-721",1,1841
"235-721",1,1842
"235-721",1,1843
"235-721",1,1844
"235-721",1,1845
"235-721",1,1846
"235-721",1,1847
"235-721",1,1848
"235-721",1,1849
"235-721",1,1850
"235-721",1,1851
"235-721",1,1852
"235-721",1,1853
"235-721",1,1854
"235-721",1,1855
"235-721",1,1856
"235-721",1,1857
"235-721",1,1858
"235-721",1,1859
"235-721",1,1860
"235-721",1,1861
"235-721",1,1862
"235-721",1,1863
"235-721",1,1864
"235-721",1,1865
"235-721",1,1866
"235-721",1,1867
"235-721",1,1868
"235-721",1,1869
"235-721",1,1870
"235-721",1,1871
"235-721",1,1872
"235-721",1,1873
"235-721",1,1874
"235-721",1,1875
"235-721",1,1876
"235-721",1,1877
"235-721",1,1878
"235-721",1,1879
"235-721",1,1880
"235-721",1,1881
"235-721",1,1882
"235-721",1,1883
"235-721",1,1884
"235-721",1,1885
"235-721",1,1886
"235-721",1,1887
"235-721",1,1888
"235-721",1,1889
"235-721",1,1890
"235-721",1,1891
"235-721",1,1892
"235-721",1,1893
"235-721",1,1894
"235-721",1,1895
"235-721",1,1896
"235-721",1,1897
"235-721",1,1898
"235-721",1,1899
"235-721",1,1900
"235-721",1,1901
"235-721",1,1902
"235-721",1,1903
"235-721",1,1904
"235-721",1,1905
"235-721",1,1906
"235-721",1,1907
"235-721",1,1908
"235-721",1,1909
"235-721",1,1910
"235-721",1,1911
"235-721",1,1912
"235-721",1,1913
"235-721",1,1914
"235-721",1,1915
"235-721",1,1916
"235-721",1,1917
"235-721",1,1918
"235-721",1,1919
"235-721",1,1920
"235-721",1,1921
"235-721",1,1922
"235-721",1,1923
"235-721",1,1924
"235-721",1,1925
"235-721",1,1926
"235-721",1,1927
"235-721",1,1928
"235-721",1,1929
"235-721",1,1930
"235-721",1,1931
"235-721",1,1932
"235-721",1,1933
"235-721",1,1934
"235-721",1,1935
"235-721",1,1936
"235-721",1,1937
"235-721",1,1938
"235-721",1,1939
"235-721",1,1940
"235-721",1,1941
"235-721",1,1942
"235-721",1,1943
"235-721",1,1944
"235-721",1,1945
"235-721",1,1946
"235-721",1,1947
"235-721",1,1948
"235-721",1,1949
"235-721",1,1950
"235-721",1,1951
"235-721",1,1952
"235-721",1,1953
"235-721",1,1954
"235-721",1,1955
"235-721",1,1956
"235-721",1,1957
"235-721",1,1958
"235-721",1,1959
"235-721",1,1960
"235-721",1,1961
"235-721",1,1962
"235-721",1,1963
"235-721",1,1964
"235-721",1,1965
"235-721",1,1966
"235-721",1,1967
"235-721",1,1968
"235-721",1,1969
"235-721",1,1970
"235-721",1,1971
"235-721",1,1972
"235-721",1,1973
"235-721",1,1974
"235-721",1,1975
"235-721",1,1976
"235-721",1,1977
"235-721",1,1978
"235-721",1,1979
"235-721",1,1980
"235-721",1,1981
"235-721",1,1982
"235-721",1,1983
"235-721",1,1984
"235-721",1,1985
"235-721",1,1986
"235-721",1,1987
"235-721",1,1988
"235-721",1,1989
"235-721",1,1990
"235-721",1,1991
"235-721",1,1992
"235-721",1,1993
"235-721",1,1994
"235-721",1,1995
"235-721",1,1996
"235-721",1,1997
"235-721",1,1998
"235-721",1,1999
"235-752",1,1816
"235-752",1,1817
"235-752",1,1818
"235-752",1,1819
"235-752",1,1820
"235-752",1,1821
"235-752",1,1822
"235-752",1,1823
"235-752",1,1824
"235-752",1,1825
"235-752",1,1826
"235-752",1,1827
"235-752",1,1828
"235-752",1,1829
"235-752",1,1830
"235-752",1,1831
"235-752",1,1832
"235-752",1,1833
"235-752",1,1834
"235-752",1,1835
"235-752",1,1836
"235-752",1,1837
"235-752",1,1838
"235-752",1,1839
"235-752",1,1840
"235-752",1,1841
"235-752",1,1842
"235-752",1,1843
"235-752",1,1844
"235-752",1,1845
"235-752",1,1846
"235-752",1,1847
"235-752",1,1848
"235-752",1,1849
"235-752",1,1850
"235-752",1,1851
"235-752",1,1852
"235-752",1,1853
"235-752",1,1854
"235-752",1,1855
"235-752",1,1856
"235-752",1,1857
"235-752",1,1858
"235-752",1,1859
"235-752",1,1860
"235-752",1,1861
"235-752",1,1862
"235-752",1,1863
"235-752",1,1864
"235-752",1,1865
"235-752",1,1866
"235-752",1,1867
"235-752",1,1868
"235-752",1,1869
"235-752",1,1870
"235-752",1,1871
"235-752",1,1872
"235-752",1,1873
"235-752",1,1874
"235-752",1,1875
"235-752",1,1876
"235-752",1,1877
"235-752",1,1878
"235-752",1,1879
"235-752",1,1880
"235-752",1,1881
"235-752",1,1882
"235-752",1,1883
"235-752",1,1884
"235-752",1,1885
"235-752",1,1886
"235-752",1,1887
"235-752",1,1888
"235-752",1,1889
"235-752",1,1890
"235-752",1,1891
"235-752",1,1892
"235-752",1,1893
"235-752",1,1894
"235-752",1,1895
"235-752",1,1896
"235-752",1,1897
"235-752",1,1898
"235-752",1,1899
"235-752",1,1900
"235-752",1,1901
"235-752",1,1902
"235-752",1,1903
"235-752",1,1904
"235-752",1,1905
"235-752",1,1906
"235-752",1,1907
"235-752",1,1908
"235-752",1,1909
"235-752",1,1910
"235-752",1,1911
"235-752",1,1912
"235-752",1,1913
"235-752",1,1914
"235-752",1,1915
"235-752",1,1916
"235-752",1,1917
"235-752",1,1918
"235-752",1,1919
"235-752",1,1920
"235-752",1,1921
"235-752",1,1922
"235-752",1,1923
"235-752",1,1924
"235-752",1,1925
"235-752",1,1926
"235-752",1,1927
"235-752",1,1928
"235-752",1,1929
"235-752",1,1930
"235-752",1,1931
"235-752",1,1932
"235-752",1,1933
"235-752",1,1934
"235-752",1,1935
"235-752",1,1936
"235-752",1,1937
"235-752",1,1938
"235-752",1,1939
"235-752",1,1940
"235-752",1,1941
"235-752",1,1942
"235-752",1,1943
"235-752",1,1944
"235-752",1,1945
"235-752",1,1946
"235-752",1,1947
"235-752",1,1948
"235-752",1,1949
"235-752",1,1950
"235-752",1,1951
"235-752",1,1952
"235-752",1,1953
"235-752",1,1954
"235-752",1,1955
"235-752",1,1956
"235-752",1,1957
"235-752",1,1958
"235-752",1,1959
"235-752",1,1960
"235-752",1,1961
"235-860",1,1817
"235-860",1,1818
"235-860",1,1819
"235-860",1,1820
"235-860",1,1821
"235-860",1,1822
"235-860",1,1823
"235-860",1,1824
"235-860",1,1825
"235-860",1,1826
"235-860",1,1827
"235-860",1,1829
"235-860",1,1830
"235-860",1,1832
"235-860",1,1833
"235-860",1,1834
"235-860",1,1835
"235-860",1,1836
"235-860",1,1839
"235-860",1,1842
"235-860",1,1843
"235-860",1,1844
"235-860",1,1845
"235-860",1,1846
"235-860",1,1847
"235-860",1,1848
"235-860",1,1849
"235-860",1,1850
"235-860",1,1851
"235-860",1,1854
"235-860",1,1855
"235-860",1,1856
"235-860",1,1857
"235-860",1,1858
"235-860",1,1861
"235-860",1,1862
"235-860",1,1863
"235-860",1,1864
"235-860",1,1865
"235-860",1,1868
"235-860",1,1869
"235-860",1,1870
"235-860",1,1871
"235-860",1,1872
"235-860",1,1873
"235-860",1,1874
"235-860",1,1875
"235-860",1,1876
"235-860",1,1877
"235-860",1,1878
"235-860",1,1880
"235-860",1,1881
"235-860",1,1882
"235-860",1,1883
"235-860",1,1884
"235-860",1,1885
"235-860",1,1886
"235-860",1,1887
"235-860",1,1888
"235-860",1,1889
"235-860",1,1890
"235-860",1,1891
"235-860",1,1892
"235-860",1,1893
"235-860",1,1894
"235-860",1,1895
"235-860",1,1896
"235-860",1,1897
"235-860",1,1899
"235-860",1,1900
"235-860",1,1902
"235-860",1,1904
"235-860",1,1905
"235-860",1,1906
"235-860",1,1909
"235-860",1,1910
"235-860",1,1911
"235-860",1,1912
"235-860",1,1913
"235-860",1,1915
"235-860",1,1916
"235-860",1,1920
"235-860",1,1921
"235-860",1,1923
"235-860",1,1924
"235-860",1,1925
"235-860",1,1926
"235-860",1,1927
"235-860",1,1928
"235-860",1,1929
"235-860",1,1930
"235-860",1,1931
"235-860",1,1932
"235-860",1,1933
"235-860",1,1934
"235-860",1,1935
"235-860",1,1937
"235-860",1,1938
"235-860",1,1939
"235-860",1,1940
"235-860",1,1941
"235-860",1,1942
"235-860",1,1943
"235-860",1,1945
"235-860",1,1946
"235-860",1,1947
"235-860",1,1948
"235-860",1,1950
"235-860",1,1953
"235-860",1,1954
"235-860",1,1956
"235-860",1,1957
"235-860",1,1959
"235-860",1,1960
"235-860",1,1961
"235-860",1,1962
"235-860",1,1963
"235-860",1,1964
"235-860",1,1965
"235-860",1,1966
"235-860",1,1967
"235-860",1,1968
"235-860",1,1969
"235-860",1,1970
"235-860",1,1971
"235-860",1,1972
"235-860",1,1973
"235-860",1,1981
"235-860",1,1982
"235-860",1,1988
"235-860",1,1989
"235-860",1,1995
"235-860",1,1996
"235-860",1,2008
"235-860",1,2027
"235-860",1,2030
"235-860",1,2032
"235-860",1,2036
"235-860",1,2037
"235-860",1,2043
"235-860",1,2046
"235-860",1,2047
"235-860",1,2048
"235-860",1,2051
"235-860",1,2065
"235-860",1,2073
"235-860",1,2078
"235-860",1,2080
"235-860",1,2081
"235-860",1,2084
"235-860",1,2087
"239-2902",1,1816
"239-2902",1,1817
"239-2902",1,1818
"239-2902",1,1819
"239-2902",1,1820
"239-2902",1,1821
"239-2902",1,1822
"239-2902",1,1823
"239-2902",1,1824
"239-2902",1,1825
"239-2902",1,1826
"239-2902",1,1827
"239-2902",1,1828
"239-2902",1,1829
"239-2902",1,1830
"239-2902",1,1831
"239-2902",1,1832
"239-2902",1,1833
"239-2902",1,1834
"239-2902",1,1835
"239-2902",1,1836
"239-2902",1,1837
"239-2902",1,1838
"239-2902",1,1839
"239-2902",1,1840
"239-2902",1,1841
"239-2902",1,1842
"239-2902",1,1843
"239-2902",1,1844
"239-2902",1,1845
"239-2902",1,1846
"239-2902",1,1847
"239-2902",1,1848
"239-2903",1,1816
"239-2903",1,1817
"239-2903",1,1818
"239-2903",1,1819
"239-2903",1,1820
"239-2903",1,1821
"239-2903",1,1822
"239-2903",1,1823
"239-2903",1,1824
"239-2903",1,1825
"239-2903",1,1826
"239-2903",1,1827
"239-2903",1,1828
"239-2903",1,1829
"239-2903",1,1830
"239-2903",1,1831
"239-2903",1,1832
"239-2903",1,1833
"239-2903",1,1834
"239-2903",1,1835
"239-2903",1,1836
"239-2903",1,1837
"239-2903",1,1838
"239-2903",1,1839
"239-2903",1,1840
"239-2903",1,1841
"239-2903",1,1842
"239-2903",1,1843
"239-2903",1,1844
"239-2903",1,1845
"239-2903",1,1846
"255-3150",1,1939
"255-3150",1,1940
"255-3150",1,1941
"255-3150",1,1942
"255-3150",1,1943
"255-3150",1,1944
"255-3150",1,1945
"255-3151",1,1939
"255-3151",1,1940
"255-3151",1,1941
"255-3151",1,1942
"255-3151",1,1943
"255-3151",1,1944
"255-3151",1,1945
"255-460",1,1884
"255-460",1,1885
"255-460",1,1886
"255-460",1,1887
"255-460",1,1888
"255-460",1,1889
"255-460",1,1890
"255-460",1,1891
"255-460",1,1892
"255-460",1,1893
"255-460",1,1894
"255-460",1,1895
