key,common_empire,year
"200-2004",1,1876
"200-2004",1,1877
"200-2004",1,1878
"200-2004",1,1879
"200-2004",1,1880
"200-2004",1,1881
"200-2004",1,1882
"200-2004",1,1883
"200-2004",1,1884
"200-2004",1,1885
"200-2004",1,1886
"200-2004",1,1887
"200-2004",1,1888
"200-2004",1,1889
"200-2004",1,1890
"200-2004",1,1891
"200-2004",1,1892
"200-2004",1,1893
"200-2004",1,1894
"200-2004",1,1895
"200-2004",1,1896
"200-2004",1,1897
"200-2004",1,1898
"200-2004",1,1899
"200-2004",1,1900
"200-2004",1,1901
"200-2004",1,1902
"200-2004",1,1903
"200-2004",1,1904
"200-2004",1,1905
"200-2004",1,1906
"200-2004",1,1907
"200-2004",1,1908
"200-2004",1,1909
"200-2004",1,1910
"200-2004",1,1911
"200-2004",1,1912
"200-2004",1,1913
"200-2004",1,1914
"200-2004",1,1915
"200-2004",1,1916
"200-2004",1,1917
"200-2004",1,1918
"200-2004",1,1919
"200-2004",1,1920
"200-2004",1,1921
"200-2004",1,1922
"200-2004",1,1923
"200-2004",1,1924
"200-2004",1,1925
"200-2004",1,1926
"200-2004",1,1927
"200-2004",1,1928
"200-2004",1,1929
"200-2004",1,1930
"200-2004",1,1931
"200-2004",1,1932
"200-2004",1,1933
"200-2004",1,1934
"200-2004",1,1935
"200-2004",1,1936
"200-2004",1,1937
"200-2004",1,1938
"200-2004",1,1939
"200-2004",1,1940
"200-2004",1,1941
"200-2004",1,1942
"200-2004",1,1943
"200-2004",1,1944
"200-2004",1,1945
"200-2004",1,1946
"200-2004",1,1947
"200-2004",1,1948
"200-2004",1,1949
"200-2004",1,1950
"200-2004",1,1951
"200-2004",1,1952
"200-2004",1,1953
"200-2004",1,1954
"200-2004",1,1955
"200-2004",1,1956
"200-2004",1,1957
"200-2004",1,1958
"200-2004",1,1959
"200-2004",1,1960
"200-2004",1,1961
"200-2004",1,1962
"200-2004",1,1963
"200-2004",1,1964
"200-2004",1,1965
"200-2004",1,1966
"200-2004",1,1967
"200-2004",1,1968
"200-2004",1,1969
"200-2004",1,1970
"200-2004",1,1971
"200-2004",1,1972
"200-2004",1,1973
"200-2004",1,1974
"200-2004",1,1975
"200-2004",1,1976
"200-2004",1,1977
"200-2004",1,1978
"200-2004",1,1979
"200-2004",1,1980
"200-2004",1,1981
"200-2004",1,1982
"200-2004",1,1983
"200-2004",1,1984
"200-2004",1,1985
"200-2004",1,1986
"200-2004",1,1987
"200-2004",1,1988
"200-2004",1,1989
"200-2004",1,1990
"200-2004",1,1991
"200-2004",1,1992
"200-2004",1,1993
"200-2004",1,1994
"200-2004",1,1995
"200-2004",1,1996
"200-2004",1,1997
"200-2004",1,1998
"200-2004",1,1999
"200-2004",1,2000
"200-2004",1,2001
"200-2004",1,2002
"200-2004",1,2003
"200-2004",1,2004
"200-2004",1,2005
"200-2004",1,2006
"200-2004",1,2007
"200-2004",1,2008
"200-2004",1,2009
"200-2004",1,2010
"200-2004",1,2011
"200-2004",1,2012
"200-2004",1,2013
"200-2004",1,2014
"200-2004",1,2015
"200-2004",1,2016
"200-2004",1,2017
"200-2004",1,2018
"200-2004",1,2019
"200-2004",1,2020
"200-2004",1,2021
"200-2004",1,2022
"200-21",1,1816
"200-21",1,1817
"200-21",1,1818
"200-21",1,1819
"200-21",1,1820
"200-21",1,1821
"200-21",1,1822
"200-21",1,1823
"200-21",1,1824
"200-21",1,1825
"200-21",1,1826
"200-21",1,1827
"200-21",1,1828
"200-21",1,1829
"200-21",1,1830
"200-21",1,1831
"200-21",1,1832
"200-21",1,1833
"200-21",1,1834
"200-21",1,1835
"200-21",1,1836
"200-21",1,1837
"200-21",1,1838
"200-21",1,1839
"200-21",1,1840
"200-21",1,1841
"200-21",1,1842
"200-21",1,1843
"200-21",1,1844
"200-21",1,1845
"200-21",1,1846
"200-21",1,1847
"200-21",1,1848
"200-21",1,1849
"200-21",1,1850
"200-21",1,1851
"200-21",1,1852
"200-21",1,1853
"200-21",1,1854
"200-21",1,1855
"200-21",1,1856
"200-21",1,1857
"200-21",1,1858
"200-21",1,1859
"200-21",1,1860
"200-21",1,1861
"200-21",1,1862
"200-21",1,1863
"200-21",1,1864
"200-21",1,1865
"200-21",1,1866
"200-21",1,1867
"200-21",1,1868
"200-21",1,1869
"200-21",1,1870
"200-21",1,1871
"200-21",1,1872
"200-21",1,1873
"200-21",1,1874
"200-21",1,1875
"200-21",1,1876
"200-21",1,1877
"200-21",1,1878
"200-21",1,1879
"200-21",1,1880
"200-21",1,1881
"200-21",1,1882
"200-21",1,1883
"200-21",1,1884
"200-21",1,1885
"200-21",1,1886
"200-21",1,1887
"200-21",1,1888
"200-21",1,1889
"200-21",1,1890
"200-21",1,1891
"200-21",1,1892
"200-21",1,1893
"200-21",1,1894
"200-21",1,1895
"200-21",1,1896
"200-21",1,1897
"200-21",1,1898
"200-21",1,1899
"200-21",1,1900
"200-21",1,1901
"200-21",1,1902
"200-21",1,1903
"200-21",1,1904
"200-21",1,1905
"200-21",1,1906
"200-21",1,1907
"200-21",1,1908
"200-21",1,1909
"200-21",1,1910
"200-21",1,1911
"200-21",1,1912
"200-21",1,1913
"200-21",1,1914
"200-21",1,1915
"200-21",1,1916
"200-21",1,1917
"200-21",1,1918
"200-21",1,1919
"200-21",1,1920
"200-21",1,1921
"200-21",1,1922
"200-21",1,1923
"200-21",1,1924
"200-21",1,1925
"200-21",1,1926
"200-21",1,1927
"200-21",1,1928
"200-21",1,1929
"200-21",1,1930
"200-21",1,1931
"200-21",1,1932
"200-21",1,1933
"200-21",1,1934
"200-21",1,1935
"200-21",1,1936
"200-21",1,1937
"200-21",1,1938
"200-21",1,1939
"200-21",1,1940
"200-21",1,1941
"200-21",1,1942
"200-21",1,1943
"200-21",1,1944
"200-21",1,1945
"200-21",1,1946
"200-21",1,1947
"200-21",1,1948
"200-21",1,1949
"200-2249",1,1816
"200-2249",1,1817
"200-2249",1,1818
"200-2249",1,1819
"200-2249",1,1820
"200-2249",1,1821
"200-2249",1,1822
"200-2249",1,1823
"200-2249",1,1824
"200-2249",1,1825
"200-2249",1,1826
"200-2249",1,1827
"200-2249",1,1828
"200-2249",1,1829
"200-2249",1,1830
"200-2249",1,1831
"200-2249",1,1832
"200-2249",1,1833
"200-2249",1,1834
"200-2249",1,1835
"200-2249",1,1836
"200-2249",1,1837
"200-2249",1,1838
"200-2249",1,1839
"200-2249",1,1840
"200-2249",1,1841
"200-2249",1,1842
"200-2249",1,1843
"200-2249",1,1844
"200-2249",1,1845
"200-2249",1,1846
"200-2249",1,1847
"200-2249",1,1848
"200-2249",1,1849
"200-2249",1,1850
"200-2249",1,1851
"200-2249",1,1852
"200-2249",1,1853
"200-2249",1,1854
"200-2249",1,1855
"200-2249",1,1856
"200-2249",1,1857
"200-2249",1,1858
"200-2249",1,1859
"200-2249",1,1860
"200-2249",1,1861
"200-2249",1,1862
"200-2249",1,1863
"200-2249",1,1864
"200-2249",1,1865
"200-2249",1,1866
"200-2249",1,1867
"200-2249",1,1868
"200-2249",1,1869
"200-2249",1,1870
"200-2249",1,1871
"200-2249",1,1872
"200-2249",1,1873
"200-2249",1,1874
"200-2249",1,1875
"200-2249",1,1876
"200-2249",1,1877
"200-2249",1,1878
"200-2249",1,1879
"200-2249",1,1880
"200-2249",1,1881
"200-2249",1,1882
"200-2249",1,1883
"200-2249",1,1884
"200-2249",1,1885
"200-2249",1,1886
"200-2249",1,1887
"200-2249",1,1888
"200-2249",1,1889
"200-2249",1,1890
"200-231",1,1816
"200-231",1,1817
"200-231",1,1818
"200-231",1,1819
"200-231",1,1820
"200-231",1,1821
"200-231",1,1822
"200-231",1,1823
"200-231",1,1824
"200-231",1,1825
"200-231",1,1826
"200-231",1,1827
"200-231",1,1828
"200-231",1,1829
"200-231",1,1830
"200-231",1,1831
"200-231",1,1832
"200-231",1,1833
"200-231",1,1834
"200-231",1,1835
"200-231",1,1836
"200-231",1,1837
"200-231",1,1838
"200-231",1,1839
"200-231",1,1840
"200-231",1,1841
"200-231",1,1842
"200-231",1,1843
"200-231",1,1844
"200-231",1,1845
"200-231",1,1846
"200-231",1,1847
"200-231",1,1848
"200-231",1,1849
"200-231",1,1850
"200-231",1,1851
"200-231",1,1852
"200-231",1,1853
"200-231",1,1854
"200-231",1,1855
"200-231",1,1856
"200-231",1,1857
"200-231",1,1858
"200-231",1,1859
"200-231",1,1860
"200-231",1,1861
"200-231",1,1862
"200-231",1,1863
"200-231",1,1864
"200-231",1,1865
"200-231",1,1866
"200-231",1,1867
"200-231",1,1868
"200-231",1,1869
"200-231",1,1870
"200-231",1,1871
"200-231",1,1872
"200-231",1,1873
"200-231",1,1874
"200-231",1,1875
"200-231",1,1876
"200-231",1,1877
"200-231",1,1878
"200-231",1,1879
"200-231",1,1880
"200-231",1,1881
"200-231",1,1882
"200-231",1,1883
"200-231",1,1884
"200-231",1,1885
"200-231",1,1886
"200-231",1,1887
"200-231",1,1888
"200-231",1,1889
"200-231",1,1890
"200-231",1,1891
"200-231",1,1892
"200-231",1,1893
"200-231",1,1894
"200-231",1,1895
"200-231",1,1896
"200-231",1,1897
"200-231",1,1898
"200-231",1,1899
"200-231",1,1900
"200-231",1,1901
"200-231",1,1902
"200-231",1,1903
"200-231",1,1904
"200-231",1,1905
"200-231",1,1906
"200-231",1,1907
"200-231",1,1908
"200-231",1,1909
"200-231",1,1910
"200-231",1,1911
"200-231",1,1912
"200-231",1,1913
"200-231",1,1914
"200-231",1,1915
"200-231",1,1916
"200-231",1,1917
"200-231",1,1918
"200-231",1,1919
"200-231",1,1920
"200-231",1,1921
"200-231",1,1922
"200-231",1,1923
"200-231",1,1924
"200-231",1,1925
"200-231",1,1926
"200-231",1,1927
"200-231",1,1928
"200-231",1,1929
"200-231",1,1930
"200-231",1,1931
"200-231",1,1932
"200-231",1,1933
"200-231",1,1934
"200-231",1,1935
"200-231",1,1936
"200-231",1,1937
"200-231",1,1938
"200-231",1,1939
"200-231",1,1940
"200-231",1,1941
"200-231",1,1942
"200-231",1,1943
"200-231",1,1944
"200-231",1,1945
"200-231",1,1946
"200-231",1,1947
"200-231",1,1948
"200-231",1,1949
"200-231",1,1950
"200-231",1,1951
"200-231",1,1952
"200-231",1,1953
"200-231",1,1954
"200-231",1,1955
"200-231",1,1956
"200-231",1,1957
"200-231",1,1958
"200-231",1,1959
"200-231",1,1960
"200-231",1,1961
"200-231",1,1962
"200-231",1,1963
"200-231",1,1964
"200-231",1,1965
"200-231",1,1966
"200-231",1,1967
"200-231",1,1968
"200-231",1,1969
"200-231",1,1970
"200-231",1,1971
"200-231",1,1972
"200-231",1,1973
"200-231",1,1974
"200-231",1,1975
"200-231",1,1976
"200-231",1,1977
"200-231",1,1978
"200-231",1,1979
"200-231",1,1980
"200-231",1,1981
"200-231",1,1982
"200-231",1,1983
"200-231",1,1984
"200-231",1,1985
"200-231",1,1986
"200-231",1,1987
"200-231",1,1988
"200-231",1,1989
"200-231",1,1990
"200-231",1,1991
"200-231",1,1992
"200-231",1,1993
"200-231",1,1994
"200-231",1,1995
"200-231",1,1996
"200-231",1,1997
"200-231",1,1998
"200-231",1,1999
"200-231",1,2000
"200-231",1,2001
"200-231",1,2002
"200-231",1,2003
"200-231",1,2004
"200-231",1,2005
"200-231",1,2006
"200-231",1,2007
"200-231",1,2008
"200-231",1,2009
"200-231",1,2010
"200-231",1,2011
"200-231",1,2012
"200-231",1,2013
"200-231",1,2014
"200-231",1,2015
"200-231",1,2016
"200-231",1,2017
"200-231",1,2018
"200-231",1,2019
"200-231",1,2020
"200-231",1,2021
"200-231",1,2022
"200-30",1,1816
"200-30",1,1817
"200-30",1,1818
"200-30",1,1819
"200-30",1,1820
"200-30",1,1821
"200-30",1,1822
"200-30",1,1823
"200-30",1,1824
"200-30",1,1825
"200-30",1,1826
"200-30",1,1827
"200-30",1,1828
"200-30",1,1829
"200-30",1,1830
"200-30",1,1831
"200-30",1,1832
"200-30",1,1833
"200-30",1,1834
"200-30",1,1835
"200-30",1,1836
"200-30",1,1837
"200-30",1,1838
"200-30",1,1839
"200-30",1,1840
"200-30",1,1841
"200-30",1,1842
"200-30",1,1843
"200-30",1,1844
"200-30",1,1845
"200-30",1,1846
"200-30",1,1847
"200-30",1,1848
"200-30",1,1849
"200-30",1,1850
"200-30",1,1851
"200-30",1,1852
"200-30",1,1853
"200-30",1,1854
"200-30",1,1855
"200-30",1,1856
"200-30",1,1857
"200-30",1,1858
"200-30",1,1859
"200-30",1,1860
"200-30",1,1861
"200-30",1,1862
"200-30",1,1863
"200-30",1,1864
"200-30",1,1865
"200-30",1,1866
"200-30",1,1867
"200-30",1,1868
"200-30",1,1869
"200-30",1,1870
"200-30",1,1871
"200-30",1,1872
"200-30",1,1873
"200-30",1,1874
"200-30",1,1875
"200-30",1,1876
"200-30",1,1877
"200-30",1,1878
"200-30",1,1879
"200-30",1,1880
"200-30",1,1881
"200-30",1,1882
"200-30",1,1883
"200-30",1,1884
"200-30",1,1885
"200-30",1,1886
"200-30",1,1887
"200-30",1,1888
"200-30",1,1889
"200-30",1,1890
"200-30",1,1891
"200-30",1,1892
"200-30",1,1893
"200-30",1,1894
"200-30",1,1895
"200-30",1,1896
"200-30",1,1897
"200-30",1,1898
"200-30",1,1899
"200-30",1,1900
"200-30",1,1901
"200-30",1,1902
"200-30",1,1903
"200-30",1,1904
"200-30",1,1905
"200-30",1,1906
"200-30",1,1907
"200-30",1,1908
"200-30",1,1909
"200-30",1,1910
"200-30",1,1911
"200-30",1,1912
"200-30",1,1913
"200-30",1,1914
"200-30",1,1915
"200-30",1,1916
"200-30",1,1917
"200-30",1,1918
"200-30",1,1919
"200-30",1,1920
"200-30",1,1921
"200-30",1,1922
"200-30",1,1923
"200-30",1,1924
"200-30",1,1925
"200-30",1,1926
"200-30",1,1927
"200-30",1,1928
"200-30",1,1929
"200-30",1,1930
"200-30",1,1931
"200-30",1,1932
"200-30",1,1933
"200-30",1,1934
"200-30",1,1935
"200-30",1,1936
"200-30",1,1937
"200-30",1,1938
"200-30",1,1939
"200-30",1,1940
"200-30",1,1941
"200-30",1,1942
"200-30",1,1943
"200-30",1,1944
"200-30",1,1945
"200-30",1,1946
"200-30",1,1947
"200-30",1,1948
"200-30",1,1949
"200-30",1,1950
"200-30",1,1951
"200-30",1,1952
"200-30",1,1953
"200-30",1,1954
"200-30",1,1955
"200-30",1,1956
"200-30",1,1957
"200-30",1,1958
"200-30",1,1959
"200-30",1,1960
"200-30",1,1961
"200-30",1,1962
"200-30",1,1963
"200-30",1,1964
"200-30",1,1965
"200-30",1,1966
"200-30",1,1967
"200-30",1,1968
"200-30",1,1969
"200-30",1,1970
"200-30",1,1971
"200-30",1,1972
"200-30",1,1973
"200-30",1,1974
"200-30",1,1975
"200-30",1,1976
"200-30",1,1977
"200-30",1,1978
"200-30",1,1979
"200-30",1,1980
"200-30",1,1981
"200-30",1,1982
"200-30",1,1983
"200-30",1,1984
"200-30",1,1985
"200-30",1,1986
"200-30",1,1987
"200-30",1,1988
"200-30",1,1989
"200-30",1,1990
"200-30",1,1991
"200-30",1,1992
"200-30",1,1993
"200-30",1,1994
"200-30",1,1995
"200-30",1,1996
"200-30",1,1997
"200-30",1,1998
"200-30",1,1999
"200-30",1,2000
"200-30",1,2001
"200-30",1,2002
"200-30",1,2003
"200-30",1,2004
"200-30",1,2005
"200-30",1,2006
"200-30",1,2007
"200-30",1,2008
"200-30",1,2009
"200-30",1,2010
"200-30",1,2011
"200-30",1,2012
"200-30",1,2013
"200-30",1,2014
"200-30",1,2015
"200-30",1,2016
"200-30",1,2017
"200-30",1,2018
"200-30",1,2019
"200-30",1,2020
"200-30",1,2021
"200-30",1,2022
"200-31",1,1816
"200-31",1,1817
"200-31",1,1818
"200-31",1,1819
"200-31",1,1820
"200-31",1,1821
"200-31",1,1822
"200-31",1,1823
"200-31",1,1824
"200-31",1,1825
"200-31",1,1826
"200-31",1,1827
"200-31",1,1828
"200-31",1,1829
"200-31",1,1830
"200-31",1,1831
"200-31",1,1832
"200-31",1,1833
"200-31",1,1834
"200-31",1,1835
"200-31",1,1836
"200-31",1,1837
"200-31",1,1838
"200-31",1,1839
"200-31",1,1840
"200-31",1,1841
"200-31",1,1842
"200-31",1,1843
"200-31",1,1844
"200-31",1,1845
"200-31",1,1846
"200-31",1,1847
"200-31",1,1848
"200-31",1,1849
"200-31",1,1850
"200-31",1,1851
"200-31",1,1852
"200-31",1,1853
"200-31",1,1854
"200-31",1,1855
"200-31",1,1856
"200-31",1,1857
"200-31",1,1858
"200-31",1,1859
"200-31",1,1860
"200-31",1,1861
"200-31",1,1862
"200-31",1,1863
"200-31",1,1864
"200-31",1,1865
"200-31",1,1866
"200-31",1,1867
"200-31",1,1868
"200-31",1,1869
"200-31",1,1870
"200-31",1,1871
"200-31",1,1872
"200-31",1,1873
"200-31",1,1874
"200-31",1,1875
"200-31",1,1876
"200-31",1,1877
"200-31",1,1878
"200-31",1,1879
"200-31",1,1880
"200-31",1,1881
"200-31",1,1882
"200-31",1,1883
"200-31",1,1884
"200-31",1,1885
"200-31",1,1886
"200-31",1,1887
"200-31",1,1888
"200-31",1,1889
"200-31",1,1890
"200-31",1,1891
"200-31",1,1892
"200-31",1,1893
"200-31",1,1894
"200-31",1,1895
"200-31",1,1896
"200-31",1,1897
"200-31",1,1898
"200-31",1,1899
"200-31",1,1900
"200-31",1,1901
"200-31",1,1902
"200-31",1,1903
"200-31",1,1904
"200-31",1,1905
"200-31",1,1906
"200-31",1,1907
"200-31",1,1908
"200-31",1,1909
"200-31",1,1910
"200-31",1,1911
"200-31",1,1912
"200-31",1,1913
"200-31",1,1914
"200-31",1,1915
"200-31",1,1916
"200-31",1,1917
"200-31",1,1918
"200-31",1,1919
"200-31",1,1920
"200-31",1,1921
"200-31",1,1922
"200-31",1,1923
"200-31",1,1924
"200-31",1,1925
"200-31",1,1926
"200-31",1,1927
"200-31",1,1928
"200-31",1,1929
"200-31",1,1930
"200-31",1,1931
"200-31",1,1932
"200-31",1,1933
"200-31",1,1934
"200-31",1,1935
"200-31",1,1936
"200-31",1,1937
"200-31",1,1938
"200-31",1,1939
"200-31",1,1940
"200-31",1,1941
"200-31",1,1942
"200-31",1,1943
"200-31",1,1944
"200-31",1,1945
"200-31",1,1946
"200-31",1,1947
"200-31",1,1948
"200-31",1,1949
"200-31",1,1950
"200-31",1,1951
"200-31",1,1952
"200-31",1,1953
"200-31",1,1954
"200-31",1,1955
"200-31",1,1956
"200-31",1,1957
"200-31",1,1958
"200-31",1,1959
"200-31",1,1960
"200-31",1,1961
"200-31",1,1962
"200-31",1,1963
"200-31",1,1964
"200-31",1,1965
"200-31",1,1966
"200-31",1,1967
"200-31",1,1968
"200-31",1,1969
"200-31",1,1970
"200-31",1,1971
"200-31",1,1972
"200-31",1,1973
"200-3349",1,1816
"200-3349",1,1817
"200-3349",1,1818
"200-3349",1,1819
"200-3349",1,1820
"200-3349",1,1821
"200-3349",1,1822
"200-3349",1,1823
"200-3349",1,1824
"200-3349",1,1825
"200-3349",1,1826
"200-3349",1,1827
"200-3349",1,1828
"200-3349",1,1829
"200-3349",1,1830
"200-3349",1,1831
"200-3349",1,1832
"200-3349",1,1833
"200-3349",1,1834
"200-3349",1,1835
"200-3349",1,1836
"200-3349",1,1837
"200-3349",1,1838
"200-3349",1,1839
"200-3349",1,1840
"200-3349",1,1841
"200-3349",1,1842
"200-3349",1,1843
"200-3349",1,1844
"200-3349",1,1845
"200-3349",1,1846
"200-3349",1,1847
"200-3349",1,1848
"200-3349",1,1849
"200-3349",1,1850
"200-3349",1,1851
"200-3349",1,1852
"200-3349",1,1853
"200-3349",1,1854
"200-3349",1,1855
"200-3349",1,1856
"200-3349",1,1857
"200-3349",1,1858
"200-3349",1,1859
"200-3349",1,1860
"200-3349",1,1861
"200-3349",1,1862
"200-3349",1,1863
"200-3349",1,1864
"200-3355",1,1960
"200-3355",1,1961
"200-3355",1,1962
"200-3355",1,1963
"200-3355",1,1964
"200-3355",1,1965
"200-3355",1,1966
"200-3355",1,1967
"200-3355",1,1968
"200-3355",1,1969
"200-3355",1,1970
"200-3355",1,1971
"200-3355",1,1972
"200-3355",1,1973
"200-3355",1,1974
"200-3355",1,1975
"200-3355",1,1976
"200-3355",1,1977
"200-3355",1,1978
"200-3355",1,1979
"200-3355",1,1980
"200-3355",1,1981
"200-3355",1,1982
"200-3355",1,1983
"200-3355",1,1984
"200-3355",1,1985
"200-3355",1,1986
"200-3355",1,1987
"200-3355",1,1988
"200-3355",1,1989
"200-3355",1,1990
"200-3355",1,1991
"200-3355",1,1992
"200-3355",1,1993
"200-3355",1,1994
"200-3355",1,1995
"200-3355",1,1996
"200-3355",1,1997
"200-3355",1,1998
"200-3355",1,1999
"200-3355",1,2000
"200-3355",1,2001
"200-3355",1,2002
"200-3355",1,2003
"200-3355",1,2004
"200-3355",1,2005
"200-3355",1,2006
"200-3355",1,2007
"200-3355",1,2008
"200-3355",1,2009
"200-3355",1,2010
"200-3355",1,2011
"200-3355",1,2012
"200-3355",1,2013
"200-3355",1,2014
"200-3355",1,2015
"200-3355",1,2016
"200-3355",1,2017
"200-3355",1,2018
"200-3355",1,2019
"200-3355",1,2020
"200-3355",1,2021
"200-3355",1,2022
"200-338",1,1816
"200-338",1,1817
"200-338",1,1818
"200-338",1,1819
"200-338",1,1820
"200-338",1,1821
"200-338",1,1822
"200-338",1,1823
"200-338",1,1824
"200-338",1,1825
"200-338",1,1826
"200-338",1,1827
"200-338",1,1828
"200-338",1,1829
"200-338",1,1830
"200-338",1,1831
"200-338",1,1832
"200-338",1,1833
"200-338",1,1834
"200-338",1,1835
"200-338",1,1836
"200-338",1,1837
"200-338",1,1838
"200-338",1,1839
"200-338",1,1840
"200-338",1,1841
"200-338",1,1842
"200-338",1,1843
"200-338",1,1844
"200-338",1,1845
"200-338",1,1846
"200-338",1,1847
"200-338",1,1848
"200-338",1,1849
"200-338",1,1850
"200-338",1,1851
"200-338",1,1852
"200-338",1,1853
"200-338",1,1854
"200-338",1,1855
"200-338",1,1856
"200-338",1,1857
"200-338",1,1858
"200-338",1,1859
"200-338",1,1860
"200-338",1,1861
"200-338",1,1862
"200-338",1,1863
"200-338",1,1864
"200-338",1,1865
"200-338",1,1866
"200-338",1,1867
"200-338",1,1868
"200-338",1,1869
"200-338",1,1870
"200-338",1,1871
"200-338",1,1872
"200-338",1,1873
"200-338",1,1874
"200-338",1,1875
"200-338",1,1876
"200-338",1,1877
"200-338",1,1878
"200-338",1,1879
"200-338",1,1880
"200-338",1,1881
"200-338",1,1882
"200-338",1,1883
"200-338",1,1884
"200-338",1,1885
"200-338",1,1886
"200-338",1,1887
"200-338",1,1888
"200-338",1,1889
"200-338",1,1890
"200-338",1,1891
"200-338",1,1892
"200-338",1,1893
"200-338",1,1894
"200-338",1,1895
"200-338",1,1896
"200-338",1,1897
"200-338",1,1898
"200-338",1,1899
"200-338",1,1900
"200-338",1,1901
"200-338",1,1902
"200-338",1,1903
"200-338",1,1904
"200-338",1,1905
"200-338",1,1906
"200-338",1,1907
"200-338",1,1908
"200-338",1,1909
"200-338",1,1910
"200-338",1,1911
"200-338",1,1912
"200-338",1,1913
"200-338",1,1914
"200-338",1,1915
"200-338",1,1916
"200-338",1,1917
"200-338",1,1918
"200-338",1,1919
"200-338",1,1920
"200-338",1,1921
"200-338",1,1922
"200-338",1,1923
"200-338",1,1924
"200-338",1,1925
"200-338",1,1926
"200-338",1,1927
"200-338",1,1928
"200-338",1,1929
"200-338",1,1930
"200-338",1,1931
"200-338",1,1932
"200-338",1,1933
"200-338",1,1934
"200-338",1,1935
"200-338",1,1936
"200-338",1,1937
"200-338",1,1938
"200-338",1,1939
"200-338",1,1940
"200-338",1,1941
"200-338",1,1942
"200-338",1,1943
"200-338",1,1944
"200-338",1,1945
"200-338",1,1946
"200-338",1,1947
"200-338",1,1948
"200-338",1,1949
"200-338",1,1950
"200-338",1,1951
"200-338",1,1952
"200-338",1,1953
"200-338",1,1954
"200-338",1,1955
"200-338",1,1956
"200-338",1,1957
"200-338",1,1958
"200-338",1,1959
"200-338",1,1960
"200-338",1,1961
"200-338",1,1962
"200-338",1,1963
"200-338",1,1964
"200-352",1,1879
"200-352",1,1880
"200-352",1,1882
"200-352",1,1883
"200-352",1,1884
"200-352",1,1885
"200-352",1,1886
"200-352",1,1890
"200-352",1,1891
"200-352",1,1892
"200-352",1,1893
"200-352",1,1896
"200-352",1,1899
"200-352",1,1901
"200-352",1,1906
"200-352",1,1908
"200-352",1,1912
"200-352",1,1914
"200-352",1,1917
"200-352",1,1921
"200-352",1,1922
"200-352",1,1923
"200-352",1,1924
"200-352",1,1925
"200-352",1,1928
"200-352",1,1929
"200-352",1,1930
"200-352",1,1931
"200-352",1,1932
"200-352",1,1933
"200-352",1,1934
"200-352",1,1936
"200-352",1,1937
"200-352",1,1938
"200-352",1,1939
"200-352",1,1940
"200-352",1,1941
"200-352",1,1942
"200-352",1,1943
"200-352",1,1944
"200-352",1,1945
"200-352",1,1946
"200-352",1,1947
"200-352",1,1949
"200-352",1,1950
"200-352",1,1951
"200-352",1,1952
"200-352",1,1953
"200-352",1,1954
"200-352",1,1955
"200-352",1,1956
"200-352",1,1957
"200-352",1,1958
"200-352",1,1959
"200-352",1,1960
"200-352",1,1961
"200-352",1,1962
"200-352",1,1963
"200-352",1,1970
"200-352",1,1971
"200-352",1,1972
"200-352",1,1975
"200-352",1,1977
"200-352",1,1979
"200-352",1,1981
"200-352",1,1982
"200-352",1,1983
"200-352",1,1984
"200-352",1,1985
"200-352",1,1987
"200-352",1,1989
"200-352",1,1991
"200-352",1,1992
"200-352",1,1996
"200-4044",1,1816
"200-4044",1,1817
"200-4044",1,1818
"200-4044",1,1819
"200-4044",1,1820
"200-4044",1,1821
"200-4044",1,1822
"200-4044",1,1823
"200-4044",1,1824
"200-4044",1,1825
"200-4044",1,1826
"200-4044",1,1827
"200-4044",1,1828
"200-4044",1,1829
"200-4044",1,1830
"200-4044",1,1831
"200-4044",1,1832
"200-4044",1,1833
"200-4044",1,1834
"200-4044",1,1835
"200-4044",1,1836
"200-4044",1,1837
"200-4044",1,1838
"200-4044",1,1839
"200-4044",1,1840
"200-4044",1,1841
"200-4044",1,1842
"200-4044",1,1843
"200-4044",1,1844
"200-4044",1,1845
"200-4044",1,1846
"200-4044",1,1847
"200-4044",1,1848
"200-4044",1,1849
"200-4044",1,1850
"200-4044",1,1851
"200-4044",1,1852
"200-4044",1,1853
"200-4044",1,1854
"200-4044",1,1855
"200-4044",1,1856
"200-4044",1,1857
"200-4044",1,1858
"200-4044",1,1859
"200-4044",1,1860
"200-4050",1,1816
"200-4050",1,1817
"200-4050",1,1818
"200-4050",1,1819
"200-4050",1,1820
"200-4050",1,1821
"200-4050",1,1822
"200-4050",1,1823
"200-4050",1,1824
"200-4050",1,1825
"200-4050",1,1826
"200-4050",1,1827
"200-4050",1,1828
"200-4050",1,1829
"200-4050",1,1830
"200-4050",1,1831
"200-4050",1,1832
"200-4050",1,1833
"200-4050",1,1834
"200-4050",1,1835
"200-4050",1,1836
"200-4050",1,1837
"200-4050",1,1838
"200-4050",1,1839
"200-4050",1,1840
"200-4050",1,1841
"200-4050",1,1842
"200-4050",1,1843
"200-4050",1,1844
"200-4050",1,1845
"200-4050",1,1846
"200-4050",1,1847
"200-4050",1,1848
"200-4050",1,1849
"200-4050",1,1850
"200-4050",1,1851
"200-4050",1,1852
"200-4050",1,1853
"200-4050",1,1854
"200-4050",1,1855
"200-4050",1,1856
"200-4050",1,1857
"200-4050",1,1858
"200-4050",1,1859
"200-4050",1,1860
"200-4050",1,1861
"200-4050",1,1862
"200-4050",1,1863
