id,year,nbGPHAutonomousCited,nbReportingFT,nbReportingBilateral,nbReportingByAggregation,nbReportingBySplit,worldBilateral,worldFT,inFTNotInBilateral,inBilateralNotInFT,reportedNetworkDensity,generatedNetworkDensity,discarded_flows,discarded_value,failed_flows,failed_value,generated_by_aggregation_flows,generated_by_aggregation_value,generated_by_gravity_flows,generated_by_gravity_value,generated_by_years_ratio_flows,generated_by_years_ratio_value,good_as_reported_flows,good_as_reported_value,problematic_flows,generated_flows,percentage generated flows,generated_value,,agg_perc_flow,gravity_perc_flow,ratio_perc_flows,desnity growth,
,1890,157,126,70,4,0,3056079616.35425,3372783275.71321,"Afghanistan|Australia|British Oceania|Brunei|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|Eritrea|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Italian Somaliland|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|Somaliland Republic (British Somaliland)|South Africa|St. Lucia|St. Vincent and the Grenadines|Sudan (Anglo-Egyptian Sudan) (Mahdist State)|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Lagos|Gibraltar|Hong Kong|Senegal|Malta|Kingdom of Serbia|Bosnia-Herzegovina|Aden|Cape Colony (Cape of Good Hope)|Maldive Islands|Natal|St. Helena|Straits Settlements|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Ascension I.|Western Australia|South Australia|Victoria|New South Wales|Queensland|Tasmania|Fiji|New Caledonia|Montenegro|Samos|Windward Is.|Cochin China|Nossi Be|Grand Popo|Congo (Brazzaville) (French Congo) (Middle Congo)|Cotonou|Andorra|Faeroe Is.|Greenland|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa|Luxemburg|Transvaal (South African Republic)|Heligoland|Marshall Is.|German East Africa|East Timor (Portuguese Timor)|Mariana Is.|Cambodia (Kampuchea)|Tonkin|St. Marie de Madagascar|Ouidah|Ivory Coast|Tonga (Haʻapai)|Annam|Bahrain|Equatorial Guinea (Spanish Guinea)|Comoros|Society Is.|Old Dahomey|Oil Rivers Protectorate|Captaincy-general of north Africa,0.0171207303560245,0.0556589016192449,1017,949851546.26461,230,58095829.8969196,186,427223049.344877,834,47059537,104,54651052.5813541,2089,2527145977.42802,2371,2141,0.9029945170814,528933638.926231,0.16984709052374,0.0868752919196637,0.351750316322227,0.0438633487979755,0.0385381712632204,2.25096537716684
,1891,158,126,72,4,0,3145029172.5226,3359021500.33944,"Afghanistan|Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|Eritrea|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Italian Somaliland|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|Somaliland Republic (British Somaliland)|South Africa|St. Lucia|St. Vincent and the Grenadines|Sudan (Anglo-Egyptian Sudan) (Mahdist State)|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Gibraltar|Lagos|Ascension I.|St. Helena|Cape Colony (Cape of Good Hope)|Natal|Aden|Straits Settlements|Hong Kong|Western Australia|Victoria|New South Wales|Queensland|Tasmania|Fiji|Kingdom of Serbia|Faeroe Is.|Malta|Bosnia-Herzegovina|Congo (Brazzaville) (French Congo) (Middle Congo)|Cotonou|Grand Popo|Cochin China|Luxemburg|Transvaal (South African Republic)|Montenegro|Senegal|Samos|Nossi Be|New Caledonia|Andorra|Maldive Islands|Greenland|St. Marie de Madagascar|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|German East Africa|Samoa|South Australia|Papua (British New Guinea)|Windward Is.|Annam|Cambodia (Kampuchea)|Tonkin|Mariana Is.|Ivory Coast|Equatorial Guinea (Spanish Guinea)|East Timor (Portuguese Timor)|Bahrain|Sulu Sultanate|Tristan da Cunha|Aïr|Old Dahomey|Oil Rivers Protectorate|Comoros|Society Is.|Captaincy-general of north Africa,0.0172592378474731,0.058115400581154,932,892806789.647909,240,60458131.2627029,189,447759966.042399,905,54976396,110,74727311.2665849,2242,2567565499.21361,2376,2136,0.898989898989899,577463673.308984,0.180148482456027,0.0884831460674157,0.380892255892256,0.0462962962962963,0.0408561627336809,2.36720549857087
,1892,167,126,75,6,0,2996966413.87941,3185181335.8342,"Afghanistan|Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)","Macao|Channel Is.|Gibraltar|Lagos|Ascension I.|St. Helena|Cape Colony (Cape of Good Hope)|Natal|Aden|Straits Settlements|Hong Kong|Western Australia|Victoria|New South Wales|Queensland|Tasmania|Fiji|German East Africa|Kingdom of Serbia|Oman (Sultanate of Muscat and Oman)|Congo (Brazzaville) (French Congo) (Middle Congo)|Cotonou|Grand Popo|Malta|Oil Rivers Protectorate|Senegal|Cochin China|Greenland|Bosnia-Herzegovina|Windward Is.|Luxemburg|Transvaal (South African Republic)|Montenegro|Samos|Faeroe Is.|Maldive Islands|Perim I.|Hyderabad|Nossi Be|St. Marie de Madagascar|New Caledonia|Andorra|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa|South Australia|Papua (British New Guinea)|Annam|Tonkin|Ivory Coast|Cambodia (Kampuchea)|Mariana Is.|Ouidah|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|East Timor (Portuguese Timor)|Bahrain|Sulu Sultanate|Tristan da Cunha|Aïr|Old Dahomey|Elobey, Annóbon and Corisco|Equatorial Guinea (Spanish Guinea)|Captaincy-general of north Africa|Society Is.|Comoros",0.0152548951513232,0.0495601802188372,950,784725816.345503,269,76407228.358893,216,398668748.243882,614,46585896,113,71969372.904671,2322,2479742396.73086,2162,1893,0.875578168362627,517224017.148553,0.168291941480914,0.114104595879556,0.283996299722479,0.0522664199814986,0.0343052850675139,2.24880503780704
,1893,168,126,78,6,0,2948121129.74647,3117851892.59933,"Afghanistan|Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Macao|Channel Is.|Gibraltar|Lagos|Ascension I.|St. Helena|Cape Colony (Cape of Good Hope)|Natal|Aden|Straits Settlements|Hong Kong|Western Australia|Victoria|New South Wales|Queensland|Tasmania|Fiji|German East Africa|Kingdom of Serbia|Oman (Sultanate of Muscat and Oman)|Malta|Faeroe Is.|Windward Is.|Cochin China|Montenegro|Senegal|Bosnia-Herzegovina|Andorra|Monaco|Cotonou|Congo (Brazzaville) (French Congo) (Middle Congo)|Luxemburg|Transvaal (South African Republic)|New Caledonia|Samos|Southern Nigeria (Niger Coast Protectorate)|Maldive Islands|Perim I.|Hyderabad|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa|South Australia|Papua (British New Guinea)|Annam|Tonkin|Guinea (French Guinea) (Rivieres du Sud)|Ivory Coast|Nossi Be|Greenland|Cambodia (Kampuchea)|Mariana Is.|St. Marie de Madagascar|East Timor (Portuguese Timor)|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Bahrain|Sulu Sultanate|Tristan da Cunha|Aïr|Captaincy-general of north Africa|Old Dahomey|Oil Rivers Protectorate|Equatorial Guinea (Spanish Guinea)|Society Is.|Comoros|Zimbabwe (Rhodesia) (Southern Rhodesia),0.0158676668815566,0.0479997301490926,1205,797359381.270302,267,70802578.7950628,224,372749345.283646,719,53180810.4757003,114,68807112.3445333,2332,2453383861.64259,2529,2262,0.894424673784104,494737268.10388,0.163878691834479,0.099027409372237,0.284302095689996,0.0450771055753262,0.032132063267536,2.02500238424365
,1894,165,126,78,5,0,2909250878.55022,3098023168.58704,"Afghanistan|Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Namibia (South West Africa) (German South West Africa)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Lagos|Benin (Dahomey)|Congo (Brazzaville) (French Congo) (Middle Congo)|Cotonou|Victoria|German East Africa|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Gibraltar|Ascension I.|St. Helena|Cape Colony (Cape of Good Hope)|Natal|Aden|Straits Settlements|Hong Kong|Western Australia|New South Wales|Queensland|Tasmania|Fiji|Montenegro|Kingdom of Serbia|Malta|Bosnia-Herzegovina|Andorra|Cochin China|Luxemburg|Transvaal (South African Republic)|Southern Nigeria (Niger Coast Protectorate)|Samos|Senegal|Maldive Islands|New Caledonia|Perim I.|Hyderabad|Windward Is.|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Faeroe Is.|Samoa|South Australia|Papua (British New Guinea)|Annam|Tonkin|Guinea (French Guinea) (Rivieres du Sud)|Ivory Coast|Nossi Be|Greenland|Cambodia (Kampuchea)|Mariana Is.|East Timor (Portuguese Timor)|St. Marie de Madagascar|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Bahrain|Sulu Sultanate|Oil Rivers Protectorate|Old Dahomey|Equatorial Guinea (Spanish Guinea)|Aïr|Captaincy-general of north Africa|Society Is.|Comoros,0.015313851185281,0.0486951750625836,988,695210506.723413,278,65123274.9247084,214,386516826.795055,670,52783033.3846154,138,68213330.0086152,2350,2401737688.36194,2288,2010,0.878496503496504,507513190.188285,0.170628563859514,0.106467661691542,0.292832167832168,0.0603146853146853,0.0333813238773025,2.17981247652368
,1895,166,126,78,5,0,2990228041.3999,3211494013.68448,"Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|German Togoland|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Namibia (South West Africa) (German South West Africa)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",German East Africa|French West Africa|Macao|Channel Is.|Gibraltar|Lagos|Ascension I.|St. Helena|Cape Colony (Cape of Good Hope)|Natal|Aden|Straits Settlements|Hong Kong|Western Australia|Victoria|New South Wales|Queensland|Tasmania|Fiji|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Montenegro|Kingdom of Serbia|Oman (Sultanate of Muscat and Oman)|Papua (British New Guinea)|Faeroe Is.|Greenland|Malta|Andorra|Senegal|New Caledonia|Nossi Be|Bosnia-Herzegovina|Southern Nigeria (Niger Coast Protectorate)|Benin (Dahomey)|Congo (Brazzaville) (French Congo) (Middle Congo)|Cochin China|Luxemburg|Transvaal (South African Republic)|Samos|Maldive Islands|Perim I.|Hyderabad|Windward Is.|Samoa|South Australia|Annam|Tonkin|Guinea (French Guinea) (Rivieres du Sud)|Ivory Coast|Cambodia (Kampuchea)|Mariana Is.|Republic of China (Taiwan) (Formosa)|East Timor (Portuguese Timor)|St. Marie de Madagascar|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Bahrain|Sulu Sultanate|Aïr|Captaincy-general of north Africa|Oil Rivers Protectorate|Equatorial Guinea (Spanish Guinea)|Society Is.|Comoros|Zimbabwe (Rhodesia) (Southern Rhodesia),0.0153054090763822,0.0486981995326026,943,703885156.434945,297,80808255.7752827,209,409550368.922717,746,54801793.6206668,124,66392160.2833814,2385,2459483718.57314,2319,2022,0.871927554980595,530744322.826766,0.172822549611334,0.103363006923838,0.321690383786115,0.0534713238464856,0.0333927904562204,2.18176399530208
,1896,169,127,78,5,0,3232173311.84882,3388308664.17689,"Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Namibia (South West Africa) (German South West Africa)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Cape Colony (Cape of Good Hope)|Malta|Gibraltar|Ascension I.|Lagos|Uganda|German East Africa|Kingdom of Serbia|Luxemburg|Aden|Transvaal (South African Republic)|Hong Kong|Montenegro|Bosnia-Herzegovina|New Caledonia|Annam|Tonkin|Ivory Coast|Benin (Dahomey)|Congo (Brazzaville) (French Congo) (Middle Congo)|Nossi Be|Natal|Straits Settlements|Southern Nigeria (Niger Coast Protectorate)|Samos|Windward Is.|Fiji|Faeroe Is.|Maldive Islands|Greenland|Perim I.|Hyderabad|Andorra|Monaco|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|St. Helena|Samoa|Macao|New South Wales|Queensland|South Australia|Tasmania|Victoria|Western Australia|French West Africa|Channel Is.|Oman (Sultanate of Muscat and Oman)|Papua (British New Guinea)|Cambodia (Kampuchea)|Cochin China|Tonga (Haʻapai)|St. Marie de Madagascar|Auckland Is.|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Bahrain|East Timor (Portuguese Timor)|Mariana Is.|Sulu Sultanate|Society Is.|Comoros|Oil Rivers Protectorate|Equatorial Guinea (Spanish Guinea)|Captaincy-general of north Africa|Aïr,0.0165168847987756,0.0474544311753614,1066,799433244.670058,319,60391349.7962693,246,482552486.709409,752,57914737.4137931,120,73980812.0565276,2574,2617725275.66909,2503,2184,0.872552936476229,614448036.17973,0.186616847145753,0.112637362637363,0.300439472632841,0.0479424690371554,0.0309375463765858,1.8730860421621
,1897,167,127,80,6,0,3452979358.32698,3481224064.15445,"Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Cochin China|Gibraltar|Cape Colony (Cape of Good Hope)|Malta|Ascension I.|Kingdom of Serbia|German East Africa|Transvaal (South African Republic)|French West Africa|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Orange Free State (Orange River Colony)|New Caledonia|Uganda|Luxemburg|Aden|Hong Kong|Lagos|Southern Nigeria (Niger Coast Protectorate)|Montenegro|Natal|Faeroe Is.|Bosnia-Herzegovina|Straits Settlements|Maldive Islands|Samos|Andorra|Monaco|Windward Is.|Greenland|Labrador|Benin (Dahomey)|Congo (Brazzaville) (French Congo) (Middle Congo)|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|St. Helena|Western Australia|Victoria|New South Wales|Queensland|Tasmania|Fiji|Papua (British New Guinea)|Perim I.|Hyderabad|South Australia|Annam|Tonkin|Ivory Coast|Samoa|Tonga (Haʻapai)|East Timor (Portuguese Timor)|Cambodia (Kampuchea)|Mariana Is.|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Sulu Sultanate|Captaincy-general of north Africa|Oil Rivers Protectorate|Equatorial Guinea (Spanish Guinea)|Aïr|Society Is.|Comoros,0.0158555802743789,0.0473253417699475,1076,741301865.195849,326,61425198.6336805,243,447871902.012926,818,61551184.5703874,110,32317450.7515622,2649,2911238820.99211,2573,2247,0.873299650213758,541740537.334876,0.154148598590307,0.108144192256342,0.317916828604742,0.0427516517683638,0.0314697614955685,1.98477513600815
,1898,171,128,80,6,0,3578897797.62115,3606643059.90183,"Australia|British Oceania|Canary Is.|Ceuta & Melilla|Crete|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Aden|Gibraltar|Hong Kong|Malta|Straits Settlements|Maldive Islands|Cape Colony (Cape of Good Hope)|Kwanchowan|Kingdom of Serbia|German East Africa|Transvaal (South African Republic)|French West Africa|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Orange Free State (Orange River Colony)|Uganda|Luxemburg|South Australia|Western Australia|Bosnia-Herzegovina|Natal|New Caledonia|New South Wales|Queensland|Victoria|Montenegro|Andorra|Monaco|Lagos|Benin (Dahomey)|Congo (Brazzaville) (French Congo) (Middle Congo)|Samos|Cochin China|Southern Nigeria (Niger Coast Protectorate)|Faeroe Is.|Greenland|Windward Is.|Labrador|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Ascension I.|St. Helena|Papua (British New Guinea)|Tasmania|Fiji|Guam|Annam|Tonkin|Ivory Coast|Loos Is.|Perim I.|Hyderabad|Kiauchau|East Timor (Portuguese Timor)|Samoa|Tonga (Haʻapai)|Auckland Is.|Cambodia (Kampuchea)|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Sulu Sultanate|Captaincy-general of north Africa|Oil Rivers Protectorate|Equatorial Guinea (Spanish Guinea)|Aïr|Society Is.|Comoros,0.0152788158380798,0.0483782693858739,1148,786602429.011843,340,59646021.5587267,265,483113381.401138,831,61896115.7888279,119,33647765.9000936,2728,3000240534.53109,2703,2363,0.874213836477987,578657263.090059,0.159035397633466,0.112145577655523,0.307436182019978,0.0440251572327044,0.0330994535477942,2.16636249160747
,1899,177,128,76,5,0,3719384505.56153,3886821978.97726,"Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Andorra|Gibraltar|Monaco|Kingdom of Serbia|German East Africa|Transvaal (South African Republic)|French West Africa|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Orange Free State (Orange River Colony)|Uganda|Malta|Luxemburg|Aden|South Australia|Western Australia|Bosnia-Herzegovina|Cape Colony (Cape of Good Hope)|Natal|New Caledonia|New South Wales|Queensland|Tasmania|Victoria|Hong Kong|Montenegro|Faeroe Is.|Greenland|Lagos|Benin (Dahomey)|Congo (Brazzaville) (French Congo) (Middle Congo)|Straits Settlements|Cochin China|Maldive Islands|Samos|Guam|Federated Malay States|Johore|Fiji|Malden I.|Southern Nigeria (Niger Coast Protectorate)|Ascension I.|St. Helena|Annam|Tonkin|Ivory Coast|Macao|Channel Is.|Oman (Sultanate of Muscat and Oman)|Papua (British New Guinea)|Perim I.|Hyderabad|Norfolk I.|East Timor (Portuguese Timor)|Marshall Is.|Society Is.|Windward Is.|Kiauchau|Auckland Is.|Samoa|Tonga (Haʻapai)|Kenya (British East Africa Protectorate)|Cambodia (Kampuchea)|Kwanchowan|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Captaincy-general of north Africa|Oil Rivers Protectorate|Equatorial Guinea (Spanish Guinea)|Aïr,0.0144252612448887,0.0459933435739887,1060,759999427.650141,438,153837674.165683,238,503151135.44049,1007,74468011.2557416,117,36295054.4831474,2665,3105470304.38215,2860,2422,0.846853146853147,613914201.179379,0.158502190861309,0.0982658959537572,0.352097902097902,0.0409090909090909,0.0315680823291001,2.18838895138108
,1900,181,127,80,4,0,3935184446.88412,4086874055.86966,"Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Kingdom of Serbia|German East Africa|Transvaal (South African Republic)|French West Africa|Hong Kong|Kiauchau|Philippines|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa (Western Samoa) (German Samoa)|Uganda|Malta|Luxemburg|Aden|South Australia|Western Australia|Cape Colony (Cape of Good Hope)|Gibraltar|Monaco|Natal|New South Wales|Queensland|Tasmania|Victoria|Montenegro|Faeroe Is.|Bosnia-Herzegovina|Greenland|Straits Settlements|Cochin China|Maldive Islands|New Caledonia|Samos|Annam|Tonkin|Ivory Coast|Lagos|Congo (Brazzaville) (French Congo) (Middle Congo)|Guam|Kenya (British East Africa Protectorate)|Johore|Southern Nigeria (Niger Coast Protectorate)|Fiji|Malden I.|Lüshun Port (Port Arthur)|Kelantan|Patani|Aceh|Bali|Windward Is.|St. Helena|Labrador|Andorra|Macao|Channel Is.|Ascension I.|Papua (British New Guinea)|Oman (Sultanate of Muscat and Oman)|Perim I.|Hyderabad|Norfolk I.|Marshall Is.|Society Is.|Bahrain|Cambodia (Kampuchea)|Auckland Is.|Tonga (Haʻapai)|Kwanchowan|Laos|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|East Timor (Portuguese Timor)|Comoros|Federated Malay States|Equatorial Guinea (Spanish Guinea)|Captaincy-general of north Africa|Aïr,0.0148547526461022,0.0527019796682718,1208,729282585.345281,420,147828259.605957,241,406560059.927083,1158,87763612.5101809,99,25149804.2939589,2763,3415710970.15289,3126,2706,0.865642994241843,519473476.731223,0.127227984352217,0.0890613451589061,0.370441458733205,0.0316698656429942,0.0378472270221696,2.54781940324671
,1901,184,125,92,5,0,3997727038.18437,4049994348.88656,"British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Lagos|Kingdom of Serbia|German East Africa|Transvaal (South African Republic)|French West Africa|Hong Kong|Philippines|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa (Western Samoa) (German Samoa)|Kiauchau|Hawaii (Sandwich Is.)|Uganda|Luxemburg|Gibraltar|Malta|Montenegro|Samos|Cape Colony (Cape of Good Hope)|Faeroe Is.|Greenland|Natal|Aden|Straits Settlements|Cochin China|Maldive Islands|New Caledonia|Puerto Rico|Bosnia-Herzegovina|Monaco|Guam|Federated Malay States|Johore|New South Wales|Victoria|South Australia|Western Australia|Tasmania|Queensland|Fiji|Malden I.|Southern Nigeria (Niger Coast Protectorate)|Ivory Coast|Congo (Brazzaville) (French Congo) (Middle Congo)|Andorra|Perim I.|Hyderabad|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Ascension I.|St. Helena|Papua (British New Guinea)|Kelantan|Patani|Aceh|Bali|East Timor (Portuguese Timor)|Tristan da Cunha|Kenya (British East Africa Protectorate)|Alaska|Norfolk I.|Marshall Is.|Society Is.|Windward Is.|Bahrain|Auckland Is.|Tonga (Haʻapai)|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Tonkin|Annam|Cambodia (Kampuchea)|Cocos (Keeling) Is.|Laos|Kwanchowan|Captaincy-general of north Africa|Equatorial Guinea (Spanish Guinea),0.0142451081661209,0.0511707262941797,1262,710975131.264242,351,74022946.252755,253,397964898.405954,1018,73271398.6847847,141,43907907.7629951,2954,3482582833.33064,3025,2674,0.88396694214876,515144204.853734,0.126516659132485,0.0946148092744951,0.336528925619835,0.0466115702479339,0.0369256181280588,2.59216130179193
,1902,177,125,94,4,0,4222831521.57102,4183265594.4777,"British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Aden|Gibraltar|Guam|Hong Kong|Philippines|Kingdom of Serbia|Uganda|German East Africa|Luxemburg|French West Africa|Malta|Montenegro|Samos|Cape Colony (Cape of Good Hope)|Faeroe Is.|Natal|Straits Settlements|Cochin China|Maldive Islands|Hawaii (Sandwich Is.)|New Caledonia|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa (Western Samoa) (German Samoa)|Kiauchau|Greenland|St. Helena|Windward Is.|Perim I.|Bosnia-Herzegovina|Monaco|Orange Free State (Orange River Colony)|Transvaal (South African Republic)|Lagos|Congo (Brazzaville) (French Congo) (Middle Congo)|Andorra|Puerto Rico|Federated Malay States|Johore|Fiji|Malden I.|Southern Nigeria (Niger Coast Protectorate)|Hyderabad|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Ascension I.|Papua (British New Guinea)|Kelantan|Aceh|Bali|Ivory Coast|Anjouan|Moheli|Kenya (British East Africa Protectorate)|Northern Nigeria (British Nigeria)|Norfolk I.|Marshall Is.|East Timor (Portuguese Timor)|Society Is.|Bahrain|Annam|Cambodia (Kampuchea)|Kwanchowan|Tonkin|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Cocos (Keeling) Is.|Laos|Equatorial Guinea (Spanish Guinea)|Captaincy-general of north Africa,0.0137553391068375,0.0540819333922782,1317,873082630.061841,345,82746794.5112701,257,532049987.237025,976,71729519.5936423,157,45303143.1583209,3055,3573748871.58204,3052,2707,0.886959370904325,649082649.988988,0.150753883064795,0.0949390469154045,0.319790301441678,0.0514416775884666,0.0403265942854407,2.93170484364105
