id,year,nbGPHAutonomousCited,nbReportingFT,nbReportingBilateral,nbReportingByAggregation,nbReportingBySplit,worldBilateral,worldFT,inFTNotInBilateral,inBilateralNotInFT,reportedNetworkDensity,generatedNetworkDensity,discarded_flows,discarded_value,failed_flows,failed_value,generated_by_aggregation_flows,generated_by_aggregation_value,generated_by_gravity_flows,generated_by_gravity_value,generated_by_years_ratio_flows,generated_by_years_ratio_value,good_as_reported_flows,good_as_reported_value
,1888,165,126,70,5,0,2696245998.953809,3010742192.929863,"Afghanistan|Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Italian Somaliland|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|Somaliland Republic (British Somaliland)|South Africa|St. Lucia|St. Vincent and the Grenadines|Sudan (Anglo-Egyptian Sudan) (Mahdist State)|Tanzania (Tanganyika)|Trinidad and Tobago|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Lagos|Gibraltar|Malta|Kingdom of Serbia|Bosnia-Herzegovina|Senegal|Trinidad|Macao|Channel Is.|Ascension I.|St. Helena|Cape Colony (Cape of Good Hope)|Natal|Aden|Straits Settlements|Labuan I.|Hong Kong|Western Australia|South Australia|Victoria|New South Wales|Queensland|Tasmania|Montenegro|Oman (Sultanate of Muscat and Oman)|Heligoland|Fiji|Samos|Annam|Cochin China|Johore|Perak|Selangore|Bali|Sulu Sultanate|Manjung (Dindings)|Nossi Be|New Caledonia|Labrador|Faeroe Is.|Greenland|Maldive Islands|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Luxemburg|Samoa|Marshall Is.|Gabon|Congo (Brazzaville) (French Congo) (Middle Congo)|Cotonou|Orange Free State (Orange River Colony)|Papua (British New Guinea)|Mariana Is.|Cambodia (Kampuchea)|Tonkin|St. Marie de Madagascar|East Timor (Portuguese Timor)|Negeri Sembilan|Tonga (Haʻapai)|Ivory Coast|Ouidah|Windward Is.|Equatorial Guinea (Spanish Guinea)|Captaincy-general of north Africa|Comoros|Old Dahomey|Oil Rivers Protectorate,0.015887095081141226,0.05044637397578574,1224,938986941.6146655,261,82577902.77348165,178,395069080.31503105,580,60152025,83,45324672.68064442,2037,2195700220.9581304
,1889,163,126,71,4,0,2944887672.026082,3298796211.0919294,"Afghanistan|Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|Eritrea|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Italian Somaliland|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|Somaliland Republic (British Somaliland)|South Africa|St. Lucia|St. Vincent and the Grenadines|Sudan (Anglo-Egyptian Sudan) (Mahdist State)|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Trinidad|Gibraltar|Malta|Kingdom of Serbia|Andorra|Labrador|Bosnia-Herzegovina|Faeroe Is.|Hong Kong|Cochin China|Nossi Be|St. Marie de Madagascar|New Caledonia|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Ascension I.|St. Helena|Cape Colony (Cape of Good Hope)|Natal|Aden|Straits Settlements|Western Australia|South Australia|Victoria|New South Wales|Queensland|Tasmania|Fiji|Heligoland|Labuan I.|Montenegro|Samos|Lagos|Congo (Brazzaville) (French Congo) (Middle Congo)|Cotonou|Senegal|Windward Is.|Greenland|Maldive Islands|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Luxemburg|Transvaal (South African Republic)|Samoa|Marshall Is.|German East Africa|Orange Free State (Orange River Colony)|Papua (British New Guinea)|Mariana Is.|Cambodia (Kampuchea)|Tonkin|East Timor (Portuguese Timor)|Ouidah|Tonga (Haʻapai)|Annam|Bahrain|Sulu Sultanate|Captaincy-general of north Africa|Comoros|Society Is.|Equatorial Guinea (Spanish Guinea)|Old Dahomey|Oil Rivers Protectorate|Ivory Coast,0.015881819098517696,0.05142495977936107,873,908116186.6643168,270,66253501.67604185,190,424915471.52310765,650,33070934,81,50058810.98108163,2194,2436842455.521895
,1890,157,126,70,4,0,3056079621.354252,3372783275.7132115,"Afghanistan|Australia|British Oceania|Brunei|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|Eritrea|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Italian Somaliland|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|Somaliland Republic (British Somaliland)|South Africa|St. Lucia|St. Vincent and the Grenadines|Sudan (Anglo-Egyptian Sudan) (Mahdist State)|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Lagos|Gibraltar|Hong Kong|Senegal|Malta|Kingdom of Serbia|Bosnia-Herzegovina|Aden|Cape Colony (Cape of Good Hope)|Maldive Islands|Natal|St. Helena|Straits Settlements|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Ascension I.|Western Australia|South Australia|Victoria|New South Wales|Queensland|Tasmania|Fiji|New Caledonia|Montenegro|Samos|Windward Is.|Cochin China|Nossi Be|Grand Popo|Congo (Brazzaville) (French Congo) (Middle Congo)|Cotonou|Andorra|Faeroe Is.|Greenland|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa|Luxemburg|Transvaal (South African Republic)|Heligoland|Marshall Is.|German East Africa|East Timor (Portuguese Timor)|Mariana Is.|Cambodia (Kampuchea)|Tonkin|St. Marie de Madagascar|Ouidah|Ivory Coast|Tonga (Haʻapai)|Annam|Bahrain|Equatorial Guinea (Spanish Guinea)|Comoros|Society Is.|Old Dahomey|Oil Rivers Protectorate|Captaincy-general of north Africa,0.017120730356024474,0.055658901619244916,1017,949851546.26461,230,58095829.89691957,186,427223049.34487695,834,47059542,104,54651052.581354074,2089,2527145977.4280224
,1891,158,126,72,4,0,3145027979.522595,3359021500.33944,"Afghanistan|Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|Eritrea|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Italian Somaliland|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|Somaliland Republic (British Somaliland)|South Africa|St. Lucia|St. Vincent and the Grenadines|Sudan (Anglo-Egyptian Sudan) (Mahdist State)|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Gibraltar|Lagos|Ascension I.|St. Helena|Cape Colony (Cape of Good Hope)|Natal|Aden|Straits Settlements|Hong Kong|Western Australia|Victoria|New South Wales|Queensland|Tasmania|Fiji|Kingdom of Serbia|Faeroe Is.|Malta|Bosnia-Herzegovina|Congo (Brazzaville) (French Congo) (Middle Congo)|Cotonou|Grand Popo|Cochin China|Luxemburg|Transvaal (South African Republic)|Montenegro|Senegal|Samos|Nossi Be|New Caledonia|Andorra|Maldive Islands|Greenland|St. Marie de Madagascar|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|German East Africa|Samoa|South Australia|Papua (British New Guinea)|Windward Is.|Annam|Cambodia (Kampuchea)|Tonkin|Mariana Is.|Ivory Coast|Equatorial Guinea (Spanish Guinea)|East Timor (Portuguese Timor)|Bahrain|Sulu Sultanate|Tristan da Cunha|Aïr|Old Dahomey|Oil Rivers Protectorate|Comoros|Society Is.|Captaincy-general of north Africa,0.01725923784747314,0.058115400581154004,932,892806789.647909,240,60458131.26270285,189,447759966.04239905,905,54975203,110,74727311.26658487,2242,2567565499.213609
,1892,167,126,75,6,0,2996966403.8794127,3185181335.8342,"Afghanistan|Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)","Macao|Channel Is.|Gibraltar|Lagos|Ascension I.|St. Helena|Cape Colony (Cape of Good Hope)|Natal|Aden|Straits Settlements|Hong Kong|Western Australia|Victoria|New South Wales|Queensland|Tasmania|Fiji|German East Africa|Kingdom of Serbia|Oman (Sultanate of Muscat and Oman)|Congo (Brazzaville) (French Congo) (Middle Congo)|Cotonou|Grand Popo|Malta|Oil Rivers Protectorate|Senegal|Cochin China|Greenland|Bosnia-Herzegovina|Windward Is.|Luxemburg|Transvaal (South African Republic)|Montenegro|Samos|Faeroe Is.|Maldive Islands|Perim I.|Hyderabad|Nossi Be|St. Marie de Madagascar|New Caledonia|Andorra|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa|South Australia|Papua (British New Guinea)|Annam|Tonkin|Ivory Coast|Cambodia (Kampuchea)|Mariana Is.|Ouidah|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|East Timor (Portuguese Timor)|Bahrain|Sulu Sultanate|Tristan da Cunha|Aïr|Old Dahomey|Elobey, Annóbon and Corisco|Equatorial Guinea (Spanish Guinea)|Captaincy-general of north Africa|Society Is.|Comoros",0.015254895151323248,0.04956018021883716,950,784725816.345503,269,76407228.35889302,216,398668748.2438824,614,46585886,113,71969372.904671,2322,2479742396.730861
,1893,168,126,78,6,0,2948121181.746468,3117851892.599326,"Afghanistan|Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Macao|Channel Is.|Gibraltar|Lagos|Ascension I.|St. Helena|Cape Colony (Cape of Good Hope)|Natal|Aden|Straits Settlements|Hong Kong|Western Australia|Victoria|New South Wales|Queensland|Tasmania|Fiji|German East Africa|Kingdom of Serbia|Oman (Sultanate of Muscat and Oman)|Malta|Faeroe Is.|Windward Is.|Cochin China|Montenegro|Senegal|Bosnia-Herzegovina|Andorra|Monaco|Cotonou|Congo (Brazzaville) (French Congo) (Middle Congo)|Luxemburg|Transvaal (South African Republic)|New Caledonia|Samos|Southern Nigeria (Niger Coast Protectorate)|Maldive Islands|Perim I.|Hyderabad|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa|South Australia|Papua (British New Guinea)|Annam|Tonkin|Guinea (French Guinea) (Rivieres du Sud)|Ivory Coast|Nossi Be|Greenland|Cambodia (Kampuchea)|Mariana Is.|St. Marie de Madagascar|East Timor (Portuguese Timor)|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Bahrain|Sulu Sultanate|Tristan da Cunha|Aïr|Captaincy-general of north Africa|Old Dahomey|Oil Rivers Protectorate|Equatorial Guinea (Spanish Guinea)|Society Is.|Comoros|Zimbabwe (Rhodesia) (Southern Rhodesia),0.015867666881556584,0.04836241199877563,1207,797446884.8167031,265,70715075.248662,224,372749345.28364635,719,53180862.47570029,114,68807112.34453325,2332,2453383861.6425924
,1894,165,126,78,5,0,2909161335.5502234,3098023168.587043,"Afghanistan|Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Namibia (South West Africa) (German South West Africa)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Lagos|Benin (Dahomey)|Congo (Brazzaville) (French Congo) (Middle Congo)|Cotonou|Victoria|German East Africa|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Gibraltar|Ascension I.|St. Helena|Cape Colony (Cape of Good Hope)|Natal|Aden|Straits Settlements|Hong Kong|Western Australia|New South Wales|Queensland|Tasmania|Fiji|Montenegro|Kingdom of Serbia|Malta|Bosnia-Herzegovina|Andorra|Cochin China|Luxemburg|Transvaal (South African Republic)|Southern Nigeria (Niger Coast Protectorate)|Samos|Senegal|Maldive Islands|New Caledonia|Perim I.|Hyderabad|Windward Is.|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Faeroe Is.|Samoa|South Australia|Papua (British New Guinea)|Annam|Tonkin|Guinea (French Guinea) (Rivieres du Sud)|Ivory Coast|Nossi Be|Greenland|Cambodia (Kampuchea)|Mariana Is.|East Timor (Portuguese Timor)|St. Marie de Madagascar|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Bahrain|Sulu Sultanate|Oil Rivers Protectorate|Old Dahomey|Equatorial Guinea (Spanish Guinea)|Aïr|Captaincy-general of north Africa|Society Is.|Comoros,0.015313851185281047,0.048311396796245284,987,695120966.9146276,279,65212814.733493894,214,386516826.79505485,670,52693490.384615384,138,68213330.00861524,2350,2401737688.361938
,1895,166,126,78,5,0,2990228000.3999033,3211494013.6844788,"Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|German Togoland|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Namibia (South West Africa) (German South West Africa)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",German East Africa|French West Africa|Macao|Channel Is.|Gibraltar|Lagos|Ascension I.|St. Helena|Cape Colony (Cape of Good Hope)|Natal|Aden|Straits Settlements|Hong Kong|Western Australia|Victoria|New South Wales|Queensland|Tasmania|Fiji|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Montenegro|Kingdom of Serbia|Oman (Sultanate of Muscat and Oman)|Papua (British New Guinea)|Faeroe Is.|Greenland|Malta|Andorra|Senegal|New Caledonia|Nossi Be|Bosnia-Herzegovina|Southern Nigeria (Niger Coast Protectorate)|Benin (Dahomey)|Congo (Brazzaville) (French Congo) (Middle Congo)|Cochin China|Luxemburg|Transvaal (South African Republic)|Samos|Maldive Islands|Perim I.|Hyderabad|Windward Is.|Samoa|South Australia|Annam|Tonkin|Guinea (French Guinea) (Rivieres du Sud)|Ivory Coast|Cambodia (Kampuchea)|Mariana Is.|Republic of China (Taiwan) (Formosa)|East Timor (Portuguese Timor)|St. Marie de Madagascar|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Bahrain|Sulu Sultanate|Aïr|Captaincy-general of north Africa|Oil Rivers Protectorate|Equatorial Guinea (Spanish Guinea)|Society Is.|Comoros|Zimbabwe (Rhodesia) (Southern Rhodesia),0.015305409076382231,0.04869819953260261,943,703885156.4349452,297,80808255.77528271,209,409550368.9227174,746,54801752.62066682,124,66392160.2833814,2385,2459483718.573138
,1896,169,127,78,5,0,3232222992.8488245,3388308664.1768928,"Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Namibia (South West Africa) (German South West Africa)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Cape Colony (Cape of Good Hope)|Malta|Gibraltar|Ascension I.|Lagos|Uganda|German East Africa|Kingdom of Serbia|Luxemburg|Aden|Transvaal (South African Republic)|Hong Kong|Montenegro|Bosnia-Herzegovina|New Caledonia|Annam|Tonkin|Ivory Coast|Benin (Dahomey)|Congo (Brazzaville) (French Congo) (Middle Congo)|Nossi Be|Natal|Straits Settlements|Southern Nigeria (Niger Coast Protectorate)|Samos|Windward Is.|Fiji|Faeroe Is.|Maldive Islands|Greenland|Perim I.|Hyderabad|Andorra|Monaco|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|St. Helena|Samoa|Macao|New South Wales|Queensland|South Australia|Tasmania|Victoria|Western Australia|French West Africa|Channel Is.|Oman (Sultanate of Muscat and Oman)|Papua (British New Guinea)|Cambodia (Kampuchea)|Cochin China|Tonga (Haʻapai)|St. Marie de Madagascar|Auckland Is.|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Bahrain|East Timor (Portuguese Timor)|Mariana Is.|Sulu Sultanate|Society Is.|Comoros|Oil Rivers Protectorate|Equatorial Guinea (Spanish Guinea)|Captaincy-general of north Africa|Aïr,0.016516884798775583,0.04782372635960547,1067,799512699.6416633,318,60311894.82466365,241,482535401.70940876,761,57981503.4137931,120,73980812.05652757,2574,2617725275.669094
,1897,167,127,80,6,0,3453030171.3269815,3481224064.1544538,"Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Cochin China|Gibraltar|Cape Colony (Cape of Good Hope)|Malta|Ascension I.|Kingdom of Serbia|German East Africa|Transvaal (South African Republic)|French West Africa|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Orange Free State (Orange River Colony)|New Caledonia|Uganda|Luxemburg|Aden|Hong Kong|Lagos|Southern Nigeria (Niger Coast Protectorate)|Montenegro|Natal|Faeroe Is.|Bosnia-Herzegovina|Straits Settlements|Maldive Islands|Samos|Andorra|Monaco|Windward Is.|Greenland|Labrador|Benin (Dahomey)|Congo (Brazzaville) (French Congo) (Middle Congo)|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|St. Helena|Western Australia|Victoria|New South Wales|Queensland|Tasmania|Fiji|Papua (British New Guinea)|Perim I.|Hyderabad|South Australia|Annam|Tonkin|Ivory Coast|Samoa|Tonga (Haʻapai)|East Timor (Portuguese Timor)|Cambodia (Kampuchea)|Mariana Is.|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Sulu Sultanate|Captaincy-general of north Africa|Oil Rivers Protectorate|Equatorial Guinea (Spanish Guinea)|Aïr|Society Is.|Comoros,0.01585558027437894,0.04742692944010681,1076,741301865.195849,326,61425198.633680545,237,447797766.0129264,834,61676133.57038742,110,32317450.751562156,2649,2911238820.9921103
,1898,171,128,80,6,0,3578942602.621146,3606643059.901829,"Australia|British Oceania|Canary Is.|Ceuta & Melilla|Crete|Cyrenaica|Djibouti (Afar and Issas) (French Somaliland)|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Aden|Gibraltar|Hong Kong|Malta|Straits Settlements|Maldive Islands|Cape Colony (Cape of Good Hope)|Kwanchowan|Kingdom of Serbia|German East Africa|Transvaal (South African Republic)|French West Africa|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Orange Free State (Orange River Colony)|Uganda|Luxemburg|South Australia|Western Australia|Bosnia-Herzegovina|Natal|New Caledonia|New South Wales|Queensland|Victoria|Montenegro|Andorra|Monaco|Lagos|Benin (Dahomey)|Congo (Brazzaville) (French Congo) (Middle Congo)|Samos|Cochin China|Southern Nigeria (Niger Coast Protectorate)|Faeroe Is.|Greenland|Windward Is.|Labrador|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Ascension I.|St. Helena|Papua (British New Guinea)|Tasmania|Fiji|Guam|Annam|Tonkin|Ivory Coast|Loos Is.|Perim I.|Hyderabad|Kiauchau|East Timor (Portuguese Timor)|Samoa|Tonga (Haʻapai)|Auckland Is.|Cambodia (Kampuchea)|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Sulu Sultanate|Captaincy-general of north Africa|Oil Rivers Protectorate|Equatorial Guinea (Spanish Guinea)|Aïr|Society Is.|Comoros,0.015278815838079775,0.048363866804931446,1148,786602429.0118432,340,59646021.55872669,262,483042757.40113795,834,62011544.78882785,119,33647765.90009356,2728,3000240534.531088
,1899,177,128,76,5,0,3719442064.561529,3886821978.9772615,"Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Andorra|Gibraltar|Monaco|Kingdom of Serbia|German East Africa|Transvaal (South African Republic)|French West Africa|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Orange Free State (Orange River Colony)|Uganda|Malta|Luxemburg|Aden|South Australia|Western Australia|Bosnia-Herzegovina|Cape Colony (Cape of Good Hope)|Natal|New Caledonia|New South Wales|Queensland|Tasmania|Victoria|Hong Kong|Montenegro|Faeroe Is.|Greenland|Lagos|Benin (Dahomey)|Congo (Brazzaville) (French Congo) (Middle Congo)|Straits Settlements|Cochin China|Maldive Islands|Samos|Guam|Federated Malay States|Johore|Fiji|Malden I.|Southern Nigeria (Niger Coast Protectorate)|Ascension I.|St. Helena|Annam|Tonkin|Ivory Coast|Macao|Channel Is.|Oman (Sultanate of Muscat and Oman)|Papua (British New Guinea)|Perim I.|Hyderabad|Norfolk I.|East Timor (Portuguese Timor)|Marshall Is.|Society Is.|Windward Is.|Kiauchau|Auckland Is.|Samoa|Tonga (Haʻapai)|Kenya (British East Africa Protectorate)|Cambodia (Kampuchea)|Kwanchowan|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Captaincy-general of north Africa|Oil Rivers Protectorate|Equatorial Guinea (Spanish Guinea)|Aïr,0.014425261244888687,0.04629844511487584,1060,759999427.6501414,438,153837674.16568285,233,503142234.44048995,1014,74534471.25574161,117,36295054.48314739,2665,3105470304.38215
,1900,181,127,80,4,0,3935232777.8841186,4086874055.8696656,"Australia|British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malawi (Nyasaland) (British Central Africa Protectorate)|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Kingdom of Serbia|German East Africa|Transvaal (South African Republic)|French West Africa|Hong Kong|Kiauchau|Philippines|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa (Western Samoa) (German Samoa)|Uganda|Malta|Luxemburg|Aden|South Australia|Western Australia|Cape Colony (Cape of Good Hope)|Gibraltar|Monaco|Natal|New South Wales|Queensland|Tasmania|Victoria|Montenegro|Faeroe Is.|Bosnia-Herzegovina|Greenland|Straits Settlements|Cochin China|Maldive Islands|New Caledonia|Samos|Annam|Tonkin|Ivory Coast|Lagos|Congo (Brazzaville) (French Congo) (Middle Congo)|Guam|Kenya (British East Africa Protectorate)|Johore|Southern Nigeria (Niger Coast Protectorate)|Fiji|Malden I.|Lüshun Port (Port Arthur)|Kelantan|Patani|Aceh|Bali|Windward Is.|St. Helena|Labrador|Andorra|Macao|Channel Is.|Ascension I.|Papua (British New Guinea)|Oman (Sultanate of Muscat and Oman)|Perim I.|Hyderabad|Norfolk I.|Marshall Is.|Society Is.|Bahrain|Cambodia (Kampuchea)|Auckland Is.|Tonga (Haʻapai)|Kwanchowan|Laos|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|East Timor (Portuguese Timor)|Comoros|Federated Malay States|Equatorial Guinea (Spanish Guinea)|Captaincy-general of north Africa|Aïr,0.014854752646102217,0.05307135763938147,1208,729282585.3452806,420,147828259.60595733,238,406553670.9270829,1162,87818332.51018092,99,25149804.293958884,2763,3415710970.152893
,1901,184,125,92,5,0,3997762183.184371,4049994348.8865657,"British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Lagos|Kingdom of Serbia|German East Africa|Transvaal (South African Republic)|French West Africa|Hong Kong|Philippines|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa (Western Samoa) (German Samoa)|Kiauchau|Hawaii (Sandwich Is.)|Uganda|Luxemburg|Gibraltar|Malta|Montenegro|Samos|Cape Colony (Cape of Good Hope)|Faeroe Is.|Greenland|Natal|Aden|Straits Settlements|Cochin China|Maldive Islands|New Caledonia|Puerto Rico|Bosnia-Herzegovina|Monaco|Guam|Federated Malay States|Johore|New South Wales|Victoria|South Australia|Western Australia|Tasmania|Queensland|Fiji|Malden I.|Southern Nigeria (Niger Coast Protectorate)|Ivory Coast|Congo (Brazzaville) (French Congo) (Middle Congo)|Andorra|Perim I.|Hyderabad|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Ascension I.|St. Helena|Papua (British New Guinea)|Kelantan|Patani|Aceh|Bali|East Timor (Portuguese Timor)|Tristan da Cunha|Kenya (British East Africa Protectorate)|Alaska|Norfolk I.|Marshall Is.|Society Is.|Windward Is.|Bahrain|Auckland Is.|Tonga (Haʻapai)|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Tonkin|Annam|Cambodia (Kampuchea)|Cocos (Keeling) Is.|Laos|Kwanchowan|Captaincy-general of north Africa|Equatorial Guinea (Spanish Guinea),0.01424510816612089,0.05152607747777964,1262,710975131.2642424,351,74022946.25275502,247,397940789.4059541,1024,73330652.68478471,141,43907907.762995094,2954,3482582833.3306375
