key,source,target,TIBI,proximity,observedTradeValues,coMembershipScore,bridgeNessEdgeScore,ambiguityScore,maxObservedTradeValue,sourceCited,sourceReporting,sourceLabel,sourceGphStatus,sourceBlockLouvainTibi,sourceBlockLouvainProximity,sourceBlockIntraMax,sourceBlockAn,sourceMeanAmbiguityScore,targetCited,targetReporting,targetLabel,targetGphStatus,targetBlockLouvainTibi,targetBlockLouvainProximity,targetBlockIntraMax,targetBlockAn,targetMeanAmbiguityScore
2-230,2,230,-0.3502630886519302,-0.5434536401479084,147776.68952007833|75655.98946906537,0.9,0.09999999999999998,0.35999999999999993,147776.68952007833,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Spain,,1,1,3,EESU,0.28814814814814815
2-231,2,231,0.42551969503277726,0.7634016421519783,119742.57715372239,0.4,0.6,0.96,119742.57715372239,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Gibraltar,,1,1,1,WE,0.724
2-235,2,235,-0.8138317031756036,-2.1698128375338364,15318.53987755699,0.75,0.25,0.75,15318.53987755699,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Portugal,,4,1,3,EESU,0.30399999999999994
2-239,2,239,-0.9906523596764366,-5.202985955839173,2677.0304435947264,0,1,0,2677.0304435947264,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Prussia,,0,0,2,EESU,0.3063636363636363
2-246,2,246,-0.36102536857306045,-0.5750758182327207,23819.784524975516,0.9,0.09999999999999998,0.35999999999999993,23819.784524975516,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Bremen,,1,1,3,WE,0.255
2-248,2,248,-0.8123443642864907,-1.8940981679382733,255083.2517140059,0.75,0.25,0.75,255083.2517140059,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Hamburg,,4,1,1,WE,0.29928571428571427
2-300,2,300,-0.7204125206495009,-1.5761012080670396,50734.57394711068|30614.304519526107,0,1,0,50734.57394711068,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Austria-Hungary (Austrian Empire),,6,3,1,WE,0.03571428571428571
2-324,2,324,-0.9606074442664531,-3.738260505006651,6517,0,1,0,6517,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Kingdom of Sardinia,,6,3,1,LA,0.08666666666666666
2-329,2,329,0.12319424268616662,0.31856211246867244,72763.95690499511|1279.3831881150882,0,1,0,72763.95690499511,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Two Sicilies,,6,3,1,LA,0.057692307692307696
2-335,2,335,-0.9046910760343053,-2.885756582300572,4703,0,1,0,4703,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Parma,,6,3,1,LA,0
2-337,2,337,-0.9515591584252945,-3.567918552461811,3481,0,1,0,3481,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Tuscany,,6,3,1,LA,0.10636363636363635
2-338,2,338,-0.28127858172103565,-0.5316199858528192,10620.363985875176,0,1,0,10620.363985875176,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Malta,,4,3,1,WE,0
2-365,2,365,-0.7772637612714471,-1.865775842377508,46748.573935936816,0.05,0.95,0.19,46748.573935936816,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Russia (USSR),,0,0,3,EESU,0.12346153846153846
2-380,2,380,0.3159221598269795,0.6421217546596025,242413.50381856054|20007,0.2,0.8,0.6400000000000001,242413.50381856054,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Sweden,,0,0,3,EESU,0.19043478260869565
2-385,2,385,-0.06956457249897206,-0.12563598237883694,31098,0.2,0.8,0.6400000000000001,31098,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Norway,,0,0,3,EESU,0.368
2-390,2,390,-0.5260920058840354,-1.089935876746012,37717.2527633256,0.15,0.85,0.51,37717.2527633256,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Denmark,,0,0,1,WE,0.27916666666666673
2-40,2,40,0.8808487396300082,1.821996545336404,828707.8710378404|859331.0871694417,0.9,0.09999999999999998,0.35999999999999993,859331.0871694417,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Cuba,,1,1,1,LA,0.2176470588235294
2-401,2,401,0.7358082755158951,1.431097285856515,24935.957709103826,1,0,0,24935.957709103826,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Madeira Isles,,1,1,4,WE,0.255
2-402,2,402,0.9990217710985293,2.276890589496911,33856.32796339247,0.85,0.15000000000000002,0.51,33856.32796339247,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Cape Verde,,1,1,4,AF,0.255
2-4050,2,4050,-0.35133384988758265,-0.6792084068346349,1641.0706450197456,0.15,0.85,0.51,1641.0706450197456,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,St. Helena,,4,0,2,WE,0.255
2-41,2,41,0.5654500292138874,1.095953529167235,239831.37967780355|54699.31439764937,0.95,0.050000000000000044,0.19000000000000017,239831.37967780355,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Haiti,,1,1,5,LA,0.4040000000000001
2-5,2,5,0.822807501017194,1.654614134990974,267383.35527278046,0.9,0.09999999999999998,0.35999999999999993,267383.35527278046,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Virgin Islands (Danish West Indies),,1,1,4,LA,0.11999999999999998
2-54,2,54,-0.9554240676346952,-3.53606580010694,452,0,1,0,452,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Dominica,,4,0,2,LA,0.255
2-561,2,561,-0.6001709456635649,-1.1749542868530496,1580.058087298105|6960,0.15,0.85,0.51,6960,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Cape Colony (Cape of Good Hope),,4,0,1,WE,0.1275
2-58,2,58,-0.8222205165147168,-2.093022422406585,2470,0,1,0,2470,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Antigua and Barbuda (Antigua),,4,0,2,LA,0.255
2-585,2,585,-0.947552558521193,-3.5070393775010253,959,0,1,0,959,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Reunion (Bourbon I.),,3,3,1,WE,0.144
2-590,2,590,-0.9690630898617878,-4.045295608488399,416,0,1,0,416,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Mauritius,,5,4,1,WE,0
2-6,2,6,0.9442166119343556,2.0550262284719154,82323.491924194,0.9,0.09999999999999998,0.35999999999999993,82323.491924194,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Puerto Rico,,1,1,1,WE,0.13749999999999998
2-616,2,616,-0.9859159196149464,-4.699203001982848,356.513222331048,0,1,0,356.513222331048,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Tunisia (Regency of Tunis),,6,3,1,AF,0.06818181818181818
2-640,2,640,-0.21923056889428344,-0.28508455340519406,137198.82468168464|25609,0,1,0,137198.82468168464,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Turkey (Ottoman Empire),,6,3,1,AF,0.04411764705882353
2-65,2,65,0.07400478668247512,0.13146093230367561,63587,0.1,0.9,0.36000000000000004,63587,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Guadeloupe,,3,3,4,NAM,0.12000000000000001
2-651,2,651,-0.7430230459659038,-1.805693778362772,9319,0,1,0,9319,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Egypt Arab Republic (Egypt),,6,3,4,NAM,0.08333333333333333
2-652,2,652,-0.2630306329141285,-0.49523950392847477,8,0,1,0,8,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Syria,,6,3,1,AF,0
2-66,2,66,0.07822089074234095,0.13890659929913815,64647,0.1,0.9,0.36000000000000004,64647,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Martinique,,3,3,4,NAM,0.12000000000000001
2-68,2,68,0.31741555450792996,0.5648587216199997,60219.60341837481,0.9,0.09999999999999998,0.35999999999999993,60219.60341837481,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Netherlands Antilles,,1,1,3,LA,0.39999999999999997
2-70,2,70,0.5557812975052151,1.0114444363216117,344619.402829144,0.95,0.050000000000000044,0.19000000000000017,344619.402829144,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Mexico,,1,1,6,LA,0.34500000000000014
2-710,2,710,-0.610819868033984,-1.3126250182068118,112366.32608286843,0,1,0,112366.32608286843,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,People's Republic of China (China),,5,4,1,WE,0
2-840,2,840,-0.9800088399789757,-4.487271678730846,213.33500491025723,0,1,0,213.33500491025723,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Philippines,,4,0,2,AS,0.17
2-850,2,850,-0.6326847482397863,-1.392907749766123,19610.104682504858,0,1,0,19610.104682504858,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,Indonesia (Dutch East Indies),,2,2,3,AS,0
2-89,2,89,0.9696197189585546,2.153541207049489,55947.67964228254,1,0,0,55947.67964228254,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,United States of Central America,,1,1,4,LA,0.29000000000000004
2-901,2,901,-0.9601358744982299,-3.647097789980013,1212,0,1,0,1212,,,United States of America,,1,1,4,NAM,0.28527272727272723,,,New South Wales,,5,4,2,AS,0
200-210,200,210,0.34059394715160235,0.48878886780954145,521782.56611165527|2181893,0.1,0.9,0.36000000000000004,2181893,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Netherlands,,0,0,3,WE,0.27545454545454545
200-211,200,211,0.20801219479199212,0.32636738725084913,886429|405832.39960822725,0.25,0.75,0.75,886429,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Belgium,,3,1,1,WE,0.35
200-220,200,220,-0.5892034379935335,-0.6170451274414469,818333|2660137.1204701276,0,1,0,2660137.1204701276,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,France,,3,3,1,WE,0.2576470588235294
200-230,200,230,0.426146734010836,0.7697277312384084,1173520.0783545547|473344,0.25,0.75,0.75,1173520.0783545547,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Spain,,1,1,3,EESU,0.28814814814814815
200-231,200,231,0.778727083072201,1.1131224158332809,385460,0.75,0.25,0.75,385460,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Gibraltar,,1,1,1,WE,0.724
200-235,200,235,0.810565656893624,1.1560435030458076,967091,0.25,0.75,0.75,967091,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Portugal,,4,1,3,EESU,0.30399999999999994
200-239,200,239,0.7374397571787941,1.1115548654259966,144179|523044.07443682663,0.25,0.75,0.75,523044.07443682663,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Prussia,,0,0,2,EESU,0.3063636363636363
200-246,200,246,-0.5336475072693562,-0.6674763586143339,46385.89618021548,0.25,0.75,0.75,46385.89618021548,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Bremen,,1,1,3,WE,0.255
200-248,200,248,0.44358482655917886,0.7236695683652687,7466914.789422136,0.25,0.75,0.75,7466914.789422136,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Hamburg,,4,1,1,WE,0.29928571428571427
200-300,200,300,-0.6133936768967009,-0.8608424449608622,221571.61312438786,0,1,0,221571.61312438786,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Austria-Hungary (Austrian Empire),,6,3,1,WE,0.03571428571428571
200-324,200,324,0.15531862691113812,0.2578345108705594,804227,0,1,0,804227,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Kingdom of Sardinia,,6,3,1,LA,0.08666666666666666
200-327,200,327,-0.03597665865998816,0.2147792684730365,132047.01273261508,0,1,0,132047.01273261508,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Papal States,,6,3,1,WE,0.08333333333333333
200-329,200,329,0.21848333219711624,0.32119993976692884,502115,0,1,0,502115,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Two Sicilies,,6,3,1,LA,0.057692307692307696
200-3349,200,3349,-0.11786501157416905,0.09826817989735037,38915|66981.39079333987,0,1,0,66981.39079333987,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Ionian Is.,,6,3,1,WE,0.0625
200-335,200,335,0.778011892454507,1.1102414698879461,580315,0,1,0,580315,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Parma,,6,3,1,LA,0
200-337,200,337,0.2897626927179276,0.4282463052375633,334182.1743388835|429601,0,1,0,429601,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Tuscany,,6,3,1,LA,0.10636363636363635
200-338,200,338,0.8315360960961723,1.194748291917302,135438,0,1,0,135438,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Malta,,4,3,1,WE,0
200-350,200,350,-0.36389972755115035,-0.307527267998704,37927.52203721841|7632,0,1,0,37927.52203721841,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Greece,,6,3,1,WE,0.06818181818181818
200-365,200,365,0.5363668885491369,0.8037457039797334,1531002|4917266.398514852,0.25,0.75,0.75,4917266.398514852,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Russia (USSR),,0,0,3,EESU,0.12346153846153846
200-380,200,380,-0.13461956870382982,0.07523848756390349,59549|293724.18132376764,0.1,0.9,0.36000000000000004,293724.18132376764,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Sweden,,0,0,3,EESU,0.19043478260869565
200-385,200,385,-0.22853755200232767,-0.37412803946889905,55038,0.1,0.9,0.36000000000000004,55038,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Norway,,0,0,3,EESU,0.368
200-390,200,390,-0.5043333763405641,-0.9347458380085505,99951,0.15,0.85,0.51,99951,,,United Kingdom,,4,0,2,WE,0.3172222222222223,,,Denmark,,0,0,1,WE,0.27916666666666673
200-40,40,200,-0.36401201039577447,-0.297484796943417,374335.2007835455,0.25,0.75,0.75,374335.2007835455,,,Cuba,,1,1,1,LA,0.2176470588235294,,,United Kingdom,,4,0,2,WE,0.3172222222222223
